duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,album.release_year,artist.popularity,artist.number_of_followers
379573,1,0.593,0.251,-16.834,0.0475,0.86,0.826,0.118,0.401,128.253,2006,10,1884
364253,0,0.79,0.68,-10.434,0.0478,0.25,0.822,0.0891,0.841,91.417,2008,22,5145
597893,22,0.541,0.655,-7.742,0.0419,0.815,0.0269,0.115,0.528,140.497,1999,47,126668
342666,0,0.399,0.637,-12.068,0.0325,0.29,0.851,0.1,0.779,127.906,2016,42,197324
559146,29,0.658,0.479,-8.464,0.0437,0.77,0.0308,0.137,0.503,130.844,1959,44,188893
529213,0,0.329,0.514,-13.212,0.0307,0.339,0.89,0.0598,0.289,148.551,2016,42,197324
173266,0,0.682,0.263,-11.658,0.0799,0.855,0.0507,0.154,0.681,122.963,2002,53,540626
366986,0,0.376,0.664,-7.12,0.0257,0.0457,0.00805,0.0824,0.339,82.697,2007,47,144710
370120,14,0.564,0.478,-12.559,0.0508,0.654,0.554,0.103,0.294,96.755,2015,24,1587
133440,27,0.759,0.465,-11.327,0.1,0.287,0.426,0.092,0.606,124.921,2015,52,190966
373386,32,0.654,0.585,-8.022,0.0565,0.688,0.416,0.0713,0.619,131.703,1959,44,188893
276381,0,0.579,0.452,-10.865,0.04,0.0738,0.525,0.103,0.118,75.679,2016,62,540941
249360,41,0.453,0.977,-4.041,0.102,0.00314,0.000494,0.106,0.673,170.058,2010,75,2681980
261240,77,0.578,0.574,-6.209,0.0454,0.196,0,0.083,0.301,174.152,2016,89,45443239
486146,30,0.303,0.853,-7.119,0.156,0.0251,0.0165,0.388,0.247,137.645,2005,46,150901
238013,43,0.381,0.939,-4.684,0.125,0.042,0.918,0.172,0.335,159.97,2007,75,2681980
320917,0,0.774,0.615,-8.684,0.0483,0.0165,0.862,0.157,0.932,105.473,2017,0,1738944
251293,40,0.311,0.0312,-21.88,0.036,0.955,0.855,0.0965,0.15,73.467,1964,65,1480095
106187,0,0.387,0.923,-5.283,0.0508,5.36e-06,0.885,0.378,0.681,174.056,2018,13,602
268016,0,0.31,0.297,-11.535,0.04,0.853,0.034,0.163,0.343,49.86,1991,10,1884
265200,15,0.345,0.505,-10.21,0.0464,0.184,0.211,0.367,0.429,174.571,1997,35,56427
458666,23,0.514,0.489,-10.393,0.0306,0.5,0.348,0.119,0.592,81.382,1997,35,56427
566066,47,0.361,0.0437,-17.256,0.0404,0.9,0.111,0.0901,0.224,175.137,1959,63,2347037
206266,0,0.466,0.327,-18.072,0.307,0.687,0.108,0.713,0.638,144.64,2015,0,1738944
258386,5,0.458,0.258,-15.781,0.0401,0.892,0.586,0.1,0.829,92.936,1965,34,2830
183065,0,0.493,0.852,-2.64,0.0731,0.000116,0.0217,0.514,0.395,135.284,2014,27,31260
311640,20,0.52,0.394,-11.329,0.0368,0.589,0.00031,0.0747,0.643,113.338,1962,59,192779
208906,0,0.276,0.985,-3.448,0.0869,0.000154,0.000484,0.166,0.185,95.909,2004,65,1735533
327293,2,0.496,0.532,-11.812,0.0417,0.67,0.413,0.119,0.547,141.088,2006,10,1884
304920,5,0.439,0.203,-17.056,0.0958,0.852,0.902,0.109,0.72,102.996,1965,34,2830
475333,8,0.49,0.456,-10.534,0.0404,0.655,0.76,0.147,0.5,120.106,1999,0,1738944
310813,0,0.387,0.837,-5.924,0.038,0.0622,8.13e-05,0.0918,0.538,165.074,2005,63,261659
127741,22,0.694,0.366,-12.112,0.19,0.455,0.00209,0.333,0.39,77.591,2015,52,190966
181066,0,0.569,0.526,-10.923,0.0852,0.931,0.00137,0.311,0.811,128.531,2002,53,540626
259666,44,0.257,0.901,-9.074,0.0832,0.0896,0.0137,0.227,0.252,93.286,1988,57,1258991
279160,47,0.527,0.322,-9.163,0.0281,0.675,2.98e-05,0.111,0.188,136.062,2022,61,407849
279400,17,0.295,0.794,-10.846,0.056,0.604,0.000608,0.686,0.632,80.39,1988,53,540626
373150,1,0.652,0.565,-11.636,0.0522,0.368,0.923,0.088,0.672,108.084,2019,5,620
182160,0,0.576,0.479,-10.864,0.104,0.793,0.000178,0.0965,0.905,105.71,2002,53,540626
413080,0,0.447,0.621,-8.142,0.0389,0.351,0.834,0.0857,0.618,137.361,2006,47,138549
309746,20,0.194,0.414,-12.549,0.0376,0.213,0.842,0.109,0.0387,88.373,2017,49,57563
462066,0,0.372,0.181,-14.567,0.0384,0.96,0.769,0.0752,0.159,91.453,2014,21,1719
312888,5,0.362,0.919,-6.079,0.0466,0.0566,0.844,0.236,0.531,92.515,2019,24,10839
337500,0,0.856,0.558,-8.779,0.0419,0.0212,0.844,0.055,0.297,128.006,2017,0,1738944
160866,0,0.433,0.904,-6.839,0.0321,0.401,0.000199,0.0895,0.59,102.069,2001,63,261659
789506,0,0.204,0.374,-13.547,0.0535,0.412,0.0621,0.661,0.101,99.998,2005,54,589172
239386,10,0.614,0.46,-14.324,0.0472,0.697,0.821,0.0927,0.713,139.843,1965,34,2830
299546,1,0.278,0.367,-19.03,0.0519,0.948,0.898,0.703,0.83,166.204,1965,34,2830
201012,0,0.301,0.303,-12.131,0.0311,0.959,0.0624,0.129,0.441,148.649,2015,53,540626
285320,0,0.514,0.585,-7.102,0.0313,0.256,8.91e-06,0.224,0.675,167.083,2007,47,144710
291453,0,0.372,0.654,-10.328,0.0389,0.47,0.000647,0.0876,0.513,157.45,2007,42,3881
261786,1,0.374,0.777,-6.47,0.0257,0.000216,0.847,0.117,0.146,95.485,2012,12,2991
335379,0,0.582,0.424,-11.187,0.0431,0.833,0.71,0.125,0.666,83.276,2018,6,379
213932,0,0.287,0.342,-9.368,0.0307,0.914,0.128,0.0517,0.372,97.197,2015,53,540626
144866,0,0.394,0.635,-7.698,0.0841,0.484,0.00237,0.241,0.888,151.422,2002,53,540626
441933,0,0.425,0.0189,-30.754,0.0349,0.966,0.766,0.0962,0.167,103.282,1988,32,16985
323866,24,0.453,0.193,-17.582,0.0461,0.861,0.466,0.156,0.686,178.795,1959,56,236687
322840,33,0.437,0.926,-9.758,0.0587,0.0113,0.791,0.0961,0.418,152.323,2018,65,1009799
407840,25,0.623,0.315,-15.144,0.0574,0.417,0.354,0.0195,0.491,116.304,1959,35,114067
43893,5,0.165,0.251,-20.725,0.122,0.927,0.00588,0.169,0.0354,103.845,2015,38,36295
203835,24,0.636,0.876,-2.863,0.063,0.000719,0.000409,0.217,0.479,145.98,2016,37,88698
228013,51,0.485,0.799,-5.886,0.029,0.122,0.0054,0.33,0.468,111.012,2007,75,2681980
189240,31,0.667,0.725,-7.363,0.0363,0.0111,0.0255,0.166,0.786,133.982,2009,62,482388
226480,18,0.601,0.545,-15.867,0.053,0.223,0.813,0.139,0.568,200.011,2016,44,98561
344564,0,0.361,0.507,-10.585,0.0752,0.604,0.606,0.109,0.442,173.507,2018,6,379
264000,35,0.453,0.522,-12.395,0.0537,0.312,0.822,0.0666,0.339,135.911,2016,44,98561
217200,24,0.46,0.48,-11.713,0.0371,0.825,0.000404,0.0657,0.725,96.541,1988,53,540626
203186,0,0.389,0.385,-9.085,0.0396,0.908,0.0269,0.237,0.349,124.205,2015,53,540626
175826,0,0.0884,0.966,-2.86,0.223,0.00196,0.127,0.239,0.0932,192.977,2005,54,589172
246653,21,0.326,0.531,-11.234,0.0476,0.181,1.02e-06,0.33,0.686,80.623,2018,65,1480095
320600,0,0.279,0.887,-4.846,0.0849,0.106,1.79e-05,0.315,0.217,126.228,2007,57,591926
270533,35,0.362,0.849,-10.002,0.119,0.0101,0.124,0.426,0.687,179.101,1988,57,1258991
268493,0,0.451,0.93,-4.523,0.0636,0.0132,8.65e-05,0.429,0.517,160.002,2007,47,144710
530026,0,0.448,0.0954,-24.127,0.0304,0.378,0.517,0.0852,0.0384,110.625,1991,42,157593
365293,21,0.557,0.398,-11.021,0.0276,0.626,8.03e-06,0.113,0.56,91.929,1962,59,192779
541093,30,0.375,0.0229,-23.547,0.0473,0.985,0.866,0.0891,0.105,59.744,1973,39,44896
369906,30,0.64,0.72,-11.989,0.0514,0.002,0.676,0.109,0.154,149.006,2018,65,1009799
245586,17,0.621,0.71,-6.137,0.0272,0.454,0.822,0.185,0.395,95.005,2015,38,36295
203292,0,0.388,0.32,-9.888,0.0346,0.938,0.0758,0.151,0.29,132.591,2015,53,540626
94223,56,0.555,0.149,-6.599,0.0413,0.942,0,0.135,0.408,107.785,2018,85,6547564
393080,0,0.619,0.194,-11.149,0.0423,0.905,0.816,0.09,0.335,70.757,2010,35,8929
271773,39,0.374,0.969,-3.505,0.0527,0.00851,0.00289,0.0656,0.635,181.787,2010,75,2681980
213529,36,0.688,0.832,-4.34,0.0771,0.0119,0.00031,0.073,0.527,135.855,2016,37,88698
221132,0,0.36,0.4,-9.212,0.0315,0.922,0.556,0.368,0.35,63.614,2015,53,540626
355440,15,0.364,0.728,-10.801,0.0311,0.691,0.947,0.727,0.492,130.484,2017,30,25392
117173,29,0.326,0.592,-10.657,0.0636,0.469,0.502,0.392,0.201,74.423,2010,57,714382
202133,7,0.701,0.818,-7.665,0.18,0.0102,0.893,0.0997,0.493,160.018,2012,41,49926
324827,32,0.683,0.942,-3.535,0.0508,0.0103,0.0165,0.093,0.474,116.023,2016,37,88698
223422,0,0.575,0.566,-7.97,0.0274,0.0425,0.772,0.268,0.296,124.964,2013,0,36
371880,5,0.35,0.199,-16.996,0.0369,0.994,0.911,0.0963,0.0399,70.958,2012,51,313664
256517,0,0.264,0.442,-8.659,0.0307,0.405,0.982,0.15,0.156,135.178,2017,0,3
220114,31,0.443,0.794,-3.932,0.0675,0.0193,2.06e-05,0.337,0.505,175.325,2016,37,88698
345266,41,0.447,0.121,-21.562,0.0378,0.803,0.777,0.0695,0.0989,121.761,1961,65,1480095
422573,6,0.43,0.36,-10.294,0.0332,0.762,0.873,0.164,0.335,102.371,1999,0,1738944
297853,40,0.441,0.69,-8.065,0.0568,0.0328,0.823,0.366,0.542,66.646,2016,50,264509
369866,13,0.41,0.243,-18.858,0.0391,0.202,0.87,0.323,0.0723,96.287,2017,30,25392
487880,7,0.608,0.46,-12.034,0.0462,0.601,0.837,0.169,0.502,106.925,2010,22,5145
451373,2,0.328,0.341,-19.479,0.129,0.956,0.835,0.607,0.591,81.229,1965,34,2830
231653,13,0.279,0.0238,-20.718,0.0368,0.99,0.872,0.0663,0.0997,86.513,2016,74,2898005
306093,53,0.716,0.455,-7.148,0.0282,0.0329,1.87e-06,0.0599,0.226,111.668,1999,48,979361
213901,0,0.504,0.448,-8.671,0.0311,0.854,2.97e-06,0.0875,0.376,139.762,2018,0,108
189119,0,0.385,0.686,-7.086,0.0606,0.711,0.00854,0.0974,0.433,137.047,2015,53,540626
657373,12,0.496,0.333,-15.4,0.0422,0.677,0.00265,0.192,0.482,138.317,1962,65,1480095
192252,0,0.409,0.501,-8.012,0.0383,0.879,0.645,0.208,0.405,133.811,2015,53,540626
312666,0,0.438,0.325,-19.741,0.171,0.912,0.948,0.111,0.266,78.119,1971,48,126012
315213,3,0.643,0.947,-4.304,0.131,0.0617,0.752,0.147,0.613,98.02,2010,11,3063
117000,0,0.443,0.462,-13.097,0.107,0.617,0.925,0.143,0.169,159.965,2018,13,602
166640,30,0.575,0.958,-4.806,0.0995,0.0135,0.895,0.282,0.923,82.994,2010,57,714382
276597,0,0.259,0.486,-7.358,0.0391,0.000445,0.744,0.701,0.035,136.076,2016,62,540941
365760,13,0.598,0.326,-14.061,0.0428,0.845,0.302,0.0834,0.416,137.807,2004,51,113064
416773,0,0.68,0.457,-12.201,0.065,0.576,0.663,0.0776,0.743,108.008,2008,0,1738944
388693,0,0.378,0.999,0.939,0.427,0.0168,0.639,0.173,0.325,174.09,2008,37,98895
601880,1,0.504,0.284,-13.39,0.0407,0.753,2.47e-05,0.108,0.566,131.395,2008,0,314
185360,2,0.764,0.934,-6.374,0.0855,0.282,0.818,0.107,0.299,100.006,2010,11,3063
422333,0,0.314,0.458,-12.472,0.0418,0.168,2.11e-05,0.108,0.839,168.63,1971,48,126012
145440,0,0.423,0.494,-14.248,0.0629,0.668,0.0753,0.103,0.526,172.715,1960,65,1480095
244826,0,0.335,0.246,-9.887,0.0855,0.989,0.658,0.74,0.315,74.138,2015,35,9673
221573,0,0.718,0.647,-8.78,0.0342,0.31,0.145,0.115,0.816,127.086,2010,0,1738944
53986,0,0.501,0.664,-7.768,0.035,0.645,0.668,0.228,0.388,145.001,2005,54,589172
164160,37,0.515,0.848,-7.287,0.0345,0.127,0.0368,0.38,0.565,173.912,2011,65,1348978
330400,10,0.515,0.516,-12.302,0.0657,0.199,0,0.305,0.702,108.503,1962,65,1480095
240558,0,0.379,0.983,-2.293,0.1,0.139,9.71e-06,0.0454,0.21,77.118,2010,54,123161
258481,0,0.409,0.334,-10.576,0.0337,0.793,0.0581,0.0674,0.284,101.363,1991,10,1884
163278,36,0.831,0.758,-6.448,0.15,0.006,0.0262,0.313,0.826,122.006,2015,52,190966
271133,21,0.468,0.0217,-23.881,0.0472,0.99,0.816,0.0858,0.122,137.055,2016,74,2898005
197266,0,0.317,0.43,-7.113,0.0279,0.915,0.00711,0.248,0.438,74.165,2015,53,540626
302199,38,0.474,0.376,-10.482,0.0283,0.315,0.000748,0.147,0.253,81.001,1959,35,114067
521893,0,0.619,0.293,-14.057,0.0449,0.866,0.802,0.164,0.48,112.174,1993,0,44
227880,3,0.562,0.644,-8.423,0.123,0.166,0.632,0.0871,0.951,118.896,2010,11,3063
106905,0,0.66,0.266,-19.824,0.66,0.96,0,0.149,0.451,90.324,2015,35,9673
250560,1,0.432,0.43,-8.334,0.0465,0.857,0.357,0.107,0.54,86.264,2019,7,1717
282693,11,0.335,0.0346,-21.188,0.0483,0.988,0.853,0.193,0.184,67.183,2016,74,2898005
228933,2,0.884,0.764,-5.544,0.104,0.167,0.0502,0.171,0.559,130.027,2010,11,3063
420800,1,0.511,0.153,-13.871,0.0345,0.972,0.775,0.115,0.326,86.918,2014,21,1719
176840,0,0.601,0.592,-6.463,0.0297,0.419,0,0.155,0.414,80.012,2009,65,1348978
35853,32,0.482,0.131,-20.925,0.331,0.871,6.72e-06,0.109,0.749,91.376,1959,44,188893
175946,59,0.666,0.925,-3.193,0.102,0.0162,0,0.203,0.798,124.001,2021,59,911568
174994,0,0.099,0.405,-4.469,0.0329,0.614,0.886,0.156,0.125,185.175,2017,0,3
230226,0,0.359,0.959,-3.685,0.104,0.000216,0.00343,0.435,0.158,103.038,2004,65,1735533
129840,0,0.552,0.823,-4.604,0.0484,0.187,0,0.088,0.7,149.287,2010,0,1738944
394600,22,0.489,0.569,-9.814,0.0362,0.256,0.315,0.0749,0.656,150.066,1997,35,56427
374240,9,0.268,0.0337,-26.904,0.0424,0.994,0.9,0.106,0.0653,71.372,2016,74,2898005
184266,0,0.601,0.212,-15.248,0.0509,0.937,0.834,0.137,0.743,81.664,2002,53,540626
452506,16,0.409,0.898,-7.434,0.0344,0.614,0.938,0.152,0.499,134.327,2017,30,25392
945493,28,0.368,0.374,-12.846,0.0374,0.785,0.00997,0.122,0.317,92.93,2007,47,126668
250285,23,0.654,0.961,-3.059,0.327,0.0355,0,0.222,0.514,140.027,2016,37,88698
370146,0,0.498,0.622,-8.761,0.0794,0.0755,0.0938,0.0643,0.496,78.834,2003,26,2980
323480,0,0.477,0.677,-8.019,0.0352,0.0586,0.542,0.0929,0.298,158.023,2005,63,261659
127893,26,0.413,0.0115,-27.992,0.0614,0.995,0.959,0.144,0.397,115.457,1973,39,44896
149750,0,0.341,0.194,-15.429,0.0348,0.995,0.881,0.124,0.0411,68.458,2017,0,3
367466,11,0.452,0.679,-9.287,0.0424,0.416,0.313,0.12,0.601,122.881,1999,34,18212
220253,0,0.521,0.931,-2.526,0.0938,0.0653,0,0.219,0.428,108.946,2010,54,123161
283173,10,0.362,0.0592,-22.061,0.0388,0.981,0.923,0.0952,0.0583,99.331,2016,74,2898005
250000,18,0.357,0.57,-11.442,0.0374,0.276,0.809,0.165,0.501,81.467,2016,44,98561
215773,0,0.311,0.983,-1.719,0.0825,0.000171,0.121,0.0888,0.192,144.942,2010,54,123161
227826,13,0.575,0.728,-7.39,0.0262,0.429,0.922,0.0996,0.716,96.021,2015,38,36295
238732,0,0.385,0.422,-9.578,0.0361,0.88,0.0264,0.0959,0.467,126.999,2015,53,540626
305626,0,0.64,0.578,-9.165,0.0293,0.319,0.0264,0.159,0.804,96.087,2001,63,261659
411733,25,0.473,0.211,-18.648,0.0682,0.263,0.176,0.234,0.49,78.776,1959,35,114067
354706,16,0.435,0.463,-10.461,0.0308,0.557,0.772,0.366,0.324,75.655,1997,35,56427
268173,0,0.3,0.531,-4.635,0.0308,0.165,1.15e-05,0.121,0.355,133.217,2002,30,18693
237895,0,0.343,0.981,-2.92,0.393,0.00749,0.251,0.152,0.365,159.337,2014,27,31260
335533,1,0.336,0.329,-23.068,0.0647,0.96,0.845,0.674,0.589,84.459,1965,34,2830
507990,1,0.477,0.559,-12.193,0.0321,0.73,0.943,0.085,0.306,119.356,2019,5,620
129600,0,0.694,0.253,-15.719,0.0865,0.867,0.878,0.302,0.331,150.013,2018,13,602
523706,26,0.604,0.663,-9.555,0.0354,0.764,0.0043,0.117,0.76,103.314,2007,47,126668
312333,0,0.321,0.534,-8.247,0.0379,0.188,1.29e-05,0.215,0.285,121.259,2002,30,18693
315826,0,0.44,0.324,-19.316,0.0377,0.581,0.0469,0.142,0.68,119.78,1988,32,16985
131266,9,0.36,0.783,-9.809,0.0666,0.386,0.041,0.684,0.715,101.7,1988,53,540626
249560,29,0.454,0.228,-13.868,0.0394,0.235,0,0.0893,0.216,132.882,2009,62,482388
275786,0,0.38,0.929,-3.273,0.0789,0.00178,3.96e-06,0.167,0.534,138.004,2010,54,123161
91822,34,0.317,0.947,-9.437,0.197,0.157,0.722,0.238,0.194,114.438,2018,60,747307
174440,0,0.661,0.373,-11.563,0.0454,0.975,0.913,0.147,0.801,100.318,2002,53,540626
460493,0,0.552,0.527,-11.473,0.0345,0.379,0.857,0.103,0.59,100.381,2016,42,197324
344880,0,0.608,0.463,-5.566,0.0448,0.00665,0.209,0.22,0.592,96.238,2002,43,123572
204147,0,0.413,0.671,-9.184,0.159,0.121,0.398,0.578,0.366,171.99,2016,62,540941
225983,81,0.818,0.803,-4.282,0.0797,0.034,0,0.153,0.632,106.97,2016,89,45443239
282200,35,0.475,0.689,-9.351,0.054,0.532,0.00427,0.969,0.823,117.407,1988,53,540626
512106,21,0.505,0.268,-12.631,0.0422,0.878,0.0102,0.169,0.47,78.088,1957,49,416716
373000,0,0.552,0.15,-17.317,0.0413,0.869,0.242,0.0901,0.397,106.893,2010,35,8929
303200,16,0.154,0.544,-7.731,0.0421,0.00902,0.461,0.0692,0.139,86.988,2017,49,57563
121333,0,0.391,0.825,-4.408,0.0463,0.133,0.854,0.116,0.531,89.839,2010,0,1738944
395960,3,0.465,0.667,-8,0.0356,0.357,0.385,0.117,0.695,108.856,1999,34,18212
242253,0,0.367,0.538,-10.372,0.0439,0.636,0.0717,0.126,0.398,73.288,2015,24,1587
226909,0,0.76,0.57,-11.508,0.0988,0.179,0.000286,0.341,0.545,109.997,2018,43,58437
193447,26,0.566,0.487,-7.034,0.0452,0.447,0,0.0969,0.414,98.025,2019,31,35826
264520,1,0.769,0.824,-6.759,0.0385,0.0823,0.855,0.162,0.778,100.012,2019,9,1124
183373,29,0.23,0.969,-5.789,0.143,0.00225,0.026,0.106,0.324,141.606,2005,46,150901
223561,39,0.594,0.981,-4.107,0.274,0.0282,0.000357,0.184,0.397,145.986,2016,37,88698
135533,25,0.598,0.196,-10.367,0.0493,0.784,0,0.0772,0.442,66.604,1962,59,192779
275853,0,0.334,0.473,-7.187,0.0269,0.0132,6.79e-06,0.2,0.227,146.961,2010,0,1738944
231240,22,0.358,0.546,-9.383,0.0393,0.0622,0.753,0.109,0.0714,77.936,2017,49,57563
96000,21,0.251,0.332,-5.74,0.0355,0.261,0.483,0.104,0.0387,61.562,2016,37,88698
145465,20,0.171,0.334,-11.61,0.0336,0.856,0.00642,0.121,0.188,95.021,2016,37,88698
80406,0,0.667,0.289,-17.82,0.676,0.852,0,0.314,0.605,124.624,2015,35,9673
417306,33,0.502,0.288,-10.496,0.0482,0.933,0.525,0.274,0.387,61.399,1963,48,190095
330666,0,0.415,0.29,-11.483,0.0543,0.839,0.258,0.134,0.282,178.667,2007,42,3881
333318,0,0.596,0.216,-13.229,0.0278,0.918,5.28e-05,0.111,0.235,90.115,2018,0,108
332826,29,0.368,0.448,-13.123,0.0385,0.419,0,0.16,0.685,186.975,2018,65,1480095
83076,18,0.153,0.342,-22.799,0.047,0.786,0.765,0.104,0.325,135.414,2013,37,88698
298160,10,0.388,0.334,-19.711,0.0628,0.797,0.882,0.0815,0.949,121.092,1965,34,2830
140468,0,0.829,0.255,-14.979,0.246,0.931,0.583,0.0783,0.922,147.956,2018,13,602
276080,21,0.414,0.555,-12.115,0.0605,0.00689,0.000371,0.217,0.639,120.593,2018,65,1480095
273093,0,0.514,0.272,-10.111,0.0564,0.817,0.852,0.0992,0.36,152.449,2012,42,15947
289853,0,0.568,0.269,-13.426,0.0687,0.925,0.779,0.0786,0.279,83.066,2007,42,3881
269619,55,0.561,0.257,-7.844,0.0348,0.933,0,0.169,0.337,129.84,2019,60,1517418
263466,28,0.541,0.392,-13.363,0.111,0.179,0.0213,0.257,0.486,92.827,1959,35,114067
291999,14,0.398,0.559,-13.57,0.187,0.465,0.00126,0.105,0.289,100.505,1957,49,416716
729039,20,0.428,0.348,-12.476,0.101,0.951,0.0583,0.111,0.454,76.632,1957,49,416716
273053,5,0.437,0.329,-10.133,0.0322,0.918,0.57,0.104,0.289,79.641,2019,7,1717
368960,9,0.398,0.0282,-23.277,0.0438,0.992,0.921,0.0851,0.133,65.827,2016,74,2898005
174439,0,0.475,0.607,-7.838,0.0472,0.756,0.472,0.92,0.517,105.981,2015,53,540626
280506,14,0.431,0.65,-10.048,0.0411,0.162,0.57,0.182,0.451,116.448,1997,35,56427
240040,12,0.342,0.00275,-37.738,0.0462,0.993,0.913,0.0576,0.124,66.543,2016,74,2898005
316693,23,0.483,0.695,-9.939,0.0824,0.28,0.537,0.11,0.506,130.764,1997,35,56427
473600,20,0.496,0.532,-12.199,0.0534,0.765,0.16,0.129,0.677,113.167,1962,65,1480095
299360,0,0.415,0.675,-8.862,0.0948,0.142,0.65,0.16,0.524,147.769,2006,47,138549
238600,7,0.683,0.753,-9.765,0.0646,0.478,0.67,0.0707,0.545,145.008,2012,41,49926
183293,0,0.487,0.464,-8.537,0.0568,0.893,0.0117,0.114,0.658,174.597,2002,53,540626
466226,0,0.412,0.476,-7.971,0.0347,0.00822,0.0073,0.242,0.159,124.949,2007,47,144710
710093,4,0.287,0.143,-17.669,0.0422,0.993,0.912,0.135,0.0397,83.077,2012,51,313664
357560,0,0.718,0.651,-7.553,0.0415,0.256,1.47e-06,0.426,0.867,94.057,2002,43,123572
179559,0,0.383,0.42,-8.615,0.0388,0.734,0.523,0.0653,0.498,150.842,2015,53,540626
334973,0,0.496,0.536,-15.693,0.0393,0.00614,0.703,0.0613,0.418,110.892,1991,42,157593
688533,20,0.529,0.374,-13.653,0.112,0.363,0,0.328,0.596,130.761,2018,65,1480095
224337,0,0.273,0.286,-10.31,0.0291,0.579,0.279,0.0785,0.171,140.617,2017,0,3
271000,3,0.531,0.573,-4.634,0.264,0.249,0.407,0.174,0.601,108.059,2010,11,3063
452080,1,0.623,0.59,-8.153,0.0432,0.513,0.943,0.149,0.712,130.241,2015,26,2980
168386,0,0.333,0.597,-8.517,0.0823,0.772,0.457,0.945,0.578,166.693,2015,53,540626
229093,33,0.419,0.911,-7.726,0.0742,0.228,0.711,0.109,0.288,114.654,2010,57,714382
402687,0,0.258,0.969,-1.672,0.405,0.00347,4.29e-05,0.628,0.473,175.756,2014,27,31260
279080,0,0.364,0.528,-5.575,0.0299,0.447,4.41e-05,0.161,0.156,115.929,2009,65,1348978
542506,0,0.462,0.402,-12.987,0.0426,0.761,0.265,0.304,0.691,126.881,1993,0,44
437866,0,0.321,0.0783,-16.906,0.0336,0.973,0.306,0.0769,0.22,151.329,2019,7,1717
208196,50,0.246,0.21,-7.343,0.0369,0.817,4.27e-06,0.0945,0.307,124.37,2018,85,6547564
404680,23,0.472,0.608,-8.229,0.0516,0.475,0,0.0739,0.829,110.407,1963,48,190095
174504,23,0.459,0.775,-8.617,0.432,0.0954,0.0138,0.353,0.508,134.794,2019,40,73980
378066,11,0.556,0.119,-12.414,0.0448,0.925,0.906,0.173,0.295,117.685,2015,26,2980
337136,21,0.485,0.732,-8.993,0.0331,0.00111,0.791,0.808,0.304,134.93,2015,52,190966
307200,0,0.534,0.682,-6.902,0.0286,0.0164,7.63e-06,0.141,0.107,132.159,2001,63,261659
318920,0,0.518,0.377,-13.189,0.0381,0.654,0.467,0.278,0.392,105.479,2010,22,5145
273386,0,0.548,0.976,-0.167,0.106,0.0435,0.000779,0.219,0.262,174.003,2008,37,98895
523133,0,0.661,0.33,-12.619,0.0657,0.826,0.804,0.0709,0.542,129.947,1999,0,20
299093,0,0.713,0.451,-9.994,0.0507,0.769,0.699,0.038,0.764,91.629,1999,0,20
344133,0,0.624,0.752,-11.742,0.164,0.606,0.0838,0.148,0.37,125.221,1971,48,126012
395960,0,0.36,0.511,-10.302,0.0289,0.567,0.598,0.0859,0.413,96.856,2008,22,5145
181000,43,0.218,0.699,-9.869,0.0549,0.151,0.971,0.117,0.0392,112.937,1988,57,1258991
151613,32,0.25,0.956,-5.447,0.101,0.000245,0.0802,0.156,0.194,130.123,2005,46,150901
254840,41,0.466,0.698,-6.463,0.0891,0.361,0.0063,0.149,0.274,78.054,2010,57,714382
411306,22,0.481,0.422,-14.62,0.045,0.794,0.0351,0.339,0.446,117.835,1964,65,1480095
248026,1,0.534,0.554,-10.23,0.0537,0.718,0.588,0.148,0.744,125.475,2006,10,1884
210130,38,0.644,0.832,-7.656,0.0769,0.415,5.92e-05,0.257,0.324,91.523,2018,60,747307
199093,28,0.315,0.394,-10.149,0.0315,0.853,0.805,0.127,0.203,108.436,1988,53,540626
261000,72,0.438,0.94,-3.249,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,2007,75,2681980
290746,31,0.265,0.953,-5.415,0.153,0.000327,0.157,0.852,0.303,124.789,2005,46,150901
407146,2,0.487,0.602,-10.067,0.0411,0.388,0.926,0.0968,0.759,134.017,2015,26,2980
110226,23,0.486,0.535,-6.961,0.0359,0.164,0.315,0.12,0.511,124.984,2000,47,285115
265853,16,0.192,0.501,-9.226,0.0528,0.1,0.888,0.118,0.0739,91.655,2017,49,57563
287946,0,0.407,0.963,-2.375,0.0859,0.0444,0,0.068,0.419,141.991,2010,54,123161
231146,20,0.728,0.656,-18.163,0.0557,0.447,0.859,0.0928,0.806,140.012,2016,44,98561
382760,0,0.454,0.248,-22.149,0.0329,0.586,0.191,0.162,0.557,107.348,1988,32,16985
159186,36,0.377,0.904,-3.679,0.0478,0.00117,1.9e-06,0.142,0.351,149.131,2009,62,482388
343666,19,0.421,0.322,-12.052,0.0334,0.718,6.32e-05,0.237,0.466,142.634,1962,65,1480095
237893,79,0.787,0.673,-4.583,0.159,0.264,3.35e-06,0.0904,0.779,110.962,2019,88,23879491
503066,33,0.346,0.131,-15.901,0.0322,0.939,0.884,0.0846,0.115,95.54,1999,0,1738944
355903,0,0.345,0.169,-12.305,0.0783,0.99,0.466,0.697,0.324,162.897,2015,35,9673
198414,0,0.531,0.34,-10.178,0.0313,0.3,1.39e-06,0.0699,0.236,117.081,2013,0,36
466640,4,0.644,0.257,-16.726,0.0703,0.868,0.898,0.134,0.391,62.449,2006,10,1884
