duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,album.release_year,artist.popularity,artist.number_of_followers
156093,22,0.661,0.863,-8.758,0.0457,0.00159,0.861,0.145,0.282,128.089,2013,37,88698
228800,0,0.386,0.828,-7.847,0.111,0.161,0.000506,0.0998,0.36,187.087,2001,63,261659
245333,0,0.845,0.9,-5.678,0.252,0.000597,0.0187,0.143,0.483,135.064,2018,43,58437
292040,13,0.389,0.0158,-18.532,0.0426,0.987,0.922,0.232,0.15,119.189,2016,74,2898005
297553,27,0.602,0.893,-11.564,0.112,0.04,0.88,0.0946,0.253,164.933,2018,65,1009799
566120,3,0.603,0.0907,-16.8,0.0626,0.86,0.00102,0.154,0.342,67.235,2008,0,314
253333,17,0.283,0.74,-8.869,0.111,0.159,0.861,0.125,0.123,124.191,2017,49,57563
212240,34,0.355,0.941,-2.743,0.109,2.15e-05,0.523,0.366,0.519,159.988,2000,47,285115
824133,54,0.277,0.242,-18.442,0.0342,0.694,0.464,0.113,0.285,175.384,1961,65,1480095
358173,34,0.244,0.579,-8.192,0.0429,0.14,0.854,0.133,0.195,121.906,2017,49,57563
521266,18,0.338,0.44,-14.78,0.0423,0.237,0,0.355,0.707,61.897,2018,65,1480095
214893,0,0.441,0.676,-6.104,0.0257,0.127,0,0.724,0.469,88.739,2002,30,18693
542133,7,0.663,0.0946,-13.045,0.0456,0.952,0.909,0.136,0.168,65.527,2015,26,2980
302840,78,0.451,0.931,-3.871,0.0719,0.00076,0.0049,0.361,0.172,122.961,2007,75,2681980
212599,0,0.463,0.474,-8.95,0.0305,0.892,0.000972,0.233,0.679,136.69,2015,53,540626
191932,0,0.563,0.686,-7.93,0.355,0.859,0.0691,0.646,0.599,117.48,2015,53,540626
233480,0,0.621,0.813,-5.752,0.0375,0.42,0,0.301,0.792,118.178,2001,63,261659
301090,0,0.769,0.771,-9.087,0.0605,0.033,0.129,0.135,0.83,109.996,2017,0,1738944
438080,0,0.565,0.355,-13.778,0.0496,0.788,0.557,0.111,0.504,126.659,2008,0,1738944
485478,0,0.395,0.955,-2.734,0.297,0.00464,0,0.899,0.0687,105.11,2014,27,31260
528933,1,0.378,0.323,-12.34,0.0347,0.927,0.773,0.0683,0.129,107.459,1999,34,18212
445906,0,0.43,0.283,-15.638,0.034,0.408,0.908,0.117,0.358,127.119,2016,42,197324
211661,49,0.522,0.962,-4.814,0.0765,0.00388,0.0528,0.406,0.415,146.392,2018,60,747307
244826,0,0.296,0.822,-5.68,0.0749,0.00707,0.0584,0.147,0.405,160.511,2007,57,591926
147640,35,0.439,0.962,-3.329,0.0859,0.011,0.00238,0.35,0.54,80.537,2010,57,714382
589880,1,0.527,0.0996,-17.054,0.0754,0.831,0.743,0.0907,0.241,175.773,2008,22,5145
380344,29,0.749,0.649,-11.304,0.0507,0.14,0.877,0.201,0.244,137.371,2018,65,1009799
269746,0,0.509,0.751,-5.558,0.0342,0.159,0.0052,0.216,0.288,120.005,2007,47,144710
569986,0,0.295,0.748,-7.722,0.0441,0.0139,0.000366,0.646,0.337,164.952,2007,47,144710
291013,33,0.252,0.901,-7.17,0.129,0.00175,0.0383,0.256,0.204,147.466,2005,46,150901
194853,35,0.295,0.988,-2.613,0.319,3.61e-06,0.966,0.361,0.326,142.169,2000,47,285115
220920,21,0.7,0.794,-11.492,0.169,0.0646,0.89,0.177,0.417,174.946,2016,44,98561
273880,0,0.594,0.773,-8.802,0.0286,0.0227,0.00589,0.14,0.32,126.297,2005,63,261659
269000,0,0.261,0.882,-2.243,0.052,0.00104,0,0.199,0.424,141.011,2010,54,123161
327053,0,0.649,0.145,-14.921,0.0467,0.976,0.729,0.114,0.643,95.76,2014,21,1719
140991,0,0.319,0.471,-8.826,0.0399,0.857,0.928,0.729,0.414,116.551,2010,0,1738944
339933,0,0.387,0.986,-4.89,0.139,0.0197,0.0129,0.194,0.0858,132.357,2004,65,1735533
137306,0,0.393,0.204,-11.613,0.0328,0.992,0.227,0.221,0.196,118.885,2009,65,1348978
383360,16,0.458,0.685,-6.426,0.0304,0.247,0.000889,0.129,0.542,66.988,2015,38,36295
168679,0,0.353,0.361,-8.202,0.0307,0.905,0.16,0.146,0.366,113.803,2015,53,540626
254906,13,0.416,0.0156,-20.826,0.0481,0.993,0.877,0.104,0.198,66.019,2016,74,2898005
287840,33,0.484,0.151,-18.622,0.0378,0.88,0.178,0.115,0.399,94.587,1959,56,236687
32267,0,0.678,0.255,-21.982,0.454,0.802,0,0.335,0.26,94.567,2015,35,9673
64640,30,0.565,0.701,-18.465,0.109,0.052,0.823,0.414,0.138,93.245,1988,57,1258991
225440,2,0.312,0.398,-19.148,0.0578,0.952,0.867,0.202,0.785,78.425,1965,34,2830
643200,1,0.515,0.397,-11.308,0.0437,0.831,0.0524,0.273,0.58,132.548,2010,10,1412
234206,0,0.577,0.752,-7.854,0.0446,0.00248,0.0177,0.694,0.659,125.008,2013,0,36
392613,0,0.56,0.498,-9.306,0.0433,0.675,0.0501,0.0862,0.309,114.372,2008,22,5145
229640,77,0.763,0.803,-3.713,0.0351,0.0709,0.285,0.348,0.561,103.04,2007,75,2681980
395240,0,0.478,0.0649,-26.529,0.0317,0.898,0.703,0.0848,0.275,124.554,1988,32,16985
188399,0,0.401,0.42,-6.341,0.0287,0.95,0.484,0.143,0.446,81.272,2015,53,540626
231360,8,0.415,0.324,-13.636,0.041,0.991,0.919,0.113,0.612,112.492,2012,51,313664
315120,0,0.516,0.264,-13.219,0.0379,0.852,0.415,0.111,0.243,71.134,2007,42,3881
200715,0,0.366,0.942,-2.569,0.0632,0.0145,0.58,0.0697,0.519,92.868,2013,51,173496
164640,45,0.346,0.753,-4.606,0.273,0.0229,0.0641,0.3,0.184,79.275,2010,57,714382
214333,0,0.761,0.514,-10.652,0.175,0.414,0,0.218,0.728,91.518,2010,22,5145
451333,20,0.524,0.305,-16.051,0.0402,0.601,0.279,0.0946,0.191,91.061,1962,65,1480095
471826,22,0.437,0.333,-15.057,0.0402,0.86,0.00687,0.106,0.42,167.36,1957,49,416716
347026,0,0.616,0.297,-10.304,0.0391,0.782,0.0838,0.117,0.581,132.867,2008,22,5145
251886,0,0.387,0.58,-6.475,0.0429,0.736,0.000112,0.224,0.434,80.529,2018,0,108
231367,0,0.587,0.849,-5.993,0.0478,0.00168,0.602,0.0932,0.155,160.018,2016,62,540941
214000,0,0.285,0.87,-3.583,0.0471,0.0037,0,0.112,0.49,83.731,2010,54,123161
175148,0,0.548,0.602,-6.193,0.0945,0.751,0,0.721,0.809,101.128,2010,0,1738944
276986,8,0.365,0.283,-10.959,0.0352,0.857,0.316,0.0977,0.225,185.948,2019,36,11197
178106,0,0.462,0.552,-10.405,0.127,0.799,9.44e-05,0.341,0.831,178.357,2002,53,540626
562400,51,0.531,0.227,-13.827,0.0351,0.642,0.000157,0.117,0.231,136.526,1959,63,2347037
145381,34,0.484,0.929,-4.552,0.119,0.000912,0.0968,0.344,0.596,138.36,2018,60,747307
177783,0,0.61,0.914,-5.226,0.0336,0.00774,0.812,0.206,0.757,105,2018,13,602
283306,0,0.427,0.384,-7.295,0.0303,0.561,0,0.0791,0.156,117.06,2002,30,18693
442173,35,0.482,0.597,-9.069,0.0596,0.514,0,0.0609,0.749,120.081,1963,48,190095
273226,0,0.491,0.422,-13.11,0.036,0.709,0.000113,0.199,0.664,131.927,1959,35,34396
575000,2,0.486,0.552,-11.911,0.0626,0.268,0.673,0.394,0.342,139.732,1999,34,18212
173733,0,0.264,0.701,-5.174,0.0327,0.142,1.96e-06,0.109,0.297,103.302,2002,30,18693
167000,31,0.296,0.257,-13.959,0.0312,0.329,3.7e-05,0.0925,0.26,164.4,1961,65,1480095
180320,0,0.426,0.849,-5.148,0.0463,0.00499,0.109,0.0992,0.545,109.98,2018,0,23
95128,0,0.829,0.159,-16.749,0.0553,0.864,0.857,0.368,0.297,141.997,2018,13,602
410613,26,0.101,0.888,-3.687,0.0629,8.28e-06,0.198,0.137,0.406,159.808,2000,47,285115
501626,1,0.466,0.343,-9.946,0.0352,0.684,0.915,0.113,0.272,116.965,2003,26,2980
528946,0,0.535,0.801,-9.83,0.0529,0.0621,0.765,0.0848,0.805,110.457,2008,22,5145
261506,0,0.413,0.565,-7.2,0.0288,0.0359,0.768,0.139,0.341,123.044,2010,0,1738944
437853,15,0.428,0.558,-13.287,0.0901,0.35,0.000157,0.112,0.541,124.481,2018,65,1480095
487279,39,0.62,0.203,-15.599,0.0341,0.798,0.501,0.0649,0.27,116.8,1964,65,1480095
273450,0,0.421,0.992,-4.353,0.0512,1.92e-05,0.954,0.0745,0.147,120.27,2013,51,173496
249373,39,0.239,0.928,-4.707,0.0905,4.96e-05,0.0257,0.612,0.375,115.036,2005,46,150901
287940,0,0.262,0.871,-3.517,0.0534,0.0194,0.741,0.149,0.15,185.421,2013,51,173496
364040,0,0.485,0.398,-15.256,0.0453,0.499,0.115,0.308,0.51,141.565,2006,10,1884
421485,0,0.451,0.459,-13.209,0.0364,0.754,2.44e-05,0.0635,0.73,135.54,1991,10,1884
122222,11,0.797,0.908,-4.505,0.274,0.00487,0.0209,0.0632,0.81,162.007,2011,37,88698
150027,69,0.893,0.482,-4.779,0.0873,0.549,0.0164,0.0752,0.53,97.975,2018,85,6547564
419560,1,0.63,0.281,-15.608,0.0489,0.833,0.838,0.101,0.447,122.342,2006,10,1884
368000,0,0.54,0.101,-16.577,0.0387,0.925,0.644,0.38,0.385,96.619,2010,35,8929
178866,0,0.396,0.391,-7.891,0.0288,0.739,0.797,0.0531,0.349,94.496,2015,53,540626
283733,11,0.362,0.0194,-21.101,0.0499,0.994,0.89,0.14,0.183,79.009,2016,74,2898005
614946,28,0.568,0.686,-7.432,0.0393,0.794,0.00324,0.11,0.553,138.406,1999,47,126668
225866,0,0.512,0.663,-6.092,0.0245,0.417,2.23e-06,0.203,0.225,76.527,2009,65,1348978
187386,0,0.298,0.34,-9.42,0.0315,0.881,0.0015,0.14,0.375,83.113,2015,53,540626
107280,0,0.405,0.906,-3.929,0.091,0.175,0.000347,0.319,0.572,166.429,2010,0,1738944
323666,0,0.548,0.454,-14.142,0.0847,0.581,0.203,0.113,0.463,107.586,2015,24,1587
224346,47,0.383,0.883,-4.854,0.0978,0.0057,0.0216,0.21,0.392,123.9,2005,46,150901
420026,1,0.46,0.809,-7.256,0.0494,0.187,0.036,0.27,0.659,118.003,2008,22,5145
374840,0,0.533,0.166,-14.91,0.0426,0.811,0.0133,0.0926,0.423,76.573,1959,35,34396
242720,58,0.324,0.931,-6.803,0.0837,0.0155,0.0252,0.277,0.313,82.748,1988,57,1258991
179626,0,0.697,0.416,-12.195,0.0837,0.873,0.0402,0.0984,0.834,110.952,2002,53,540626
238800,30,0.287,0.0719,-21.391,0.0394,0.984,0.913,0.0891,0.0697,65.597,1973,39,44896
283439,0,0.431,0.491,-10.746,0.0562,0.441,0.000458,0.134,0.577,148.243,1960,65,1480095
482096,19,0.442,0.605,-5.521,0.0429,0.58,0,0.0772,0.396,113.288,2017,5,86
224720,5,0.484,0.827,-9.139,0.0716,0.0676,0.755,0.133,0.428,144.992,2012,41,49926
265506,24,0.505,0.509,-12.184,0.0329,0.268,9.73e-05,0.123,0.67,106.336,1988,53,540626
331213,0,0.494,0.709,-7.082,0.0542,0.191,0.859,0.101,0.393,135.257,2006,47,138549
309480,38,0.189,0.956,-3.005,0.172,3.75e-05,0.778,0.0983,0.311,140.123,2000,47,285115
2423120,0,0.297,0.752,-9.671,0.115,0.4,0.00217,0.254,0.312,112.595,1966,65,1480095
213612,0,0.361,0.425,-7.742,0.0315,0.675,0.659,0.0407,0.505,128.539,2015,53,540626
323693,0,0.298,0.464,-5.967,0.0301,0.116,0.000183,0.119,0.145,128.706,2002,30,18693
259346,47,0.552,0.299,-11.372,0.0315,0.485,0,0.113,0.0608,124.273,2009,62,482388
67853,15,0.399,0.097,-19.563,0.046,0.966,0.787,0.408,0.0498,80.444,2015,38,36295
1655613,0,0.581,0.289,-10.42,0.0457,0.92,0.647,0.0984,0.405,68.22,2008,0,314
249600,6,0.738,0.751,-6.92,0.094,0.00557,0.88,0.0926,0.156,149.988,2012,41,49926
741600,0,0.335,0.818,-5.673,0.181,0.0359,0.00275,0.08,0.574,174.854,2005,54,589172
102426,31,0.297,0.223,-11.315,0.0468,0.901,0,0.106,0.23,173.455,2009,62,482388
153692,0,0.595,0.149,-16.67,0.945,0.815,0,0.58,0.436,172.02,2010,0,1738944
138933,0,0.485,0.947,-4.003,0.0328,3.42e-05,0.755,0.318,0.848,92.404,2018,13,602
354909,0,0.297,0.12,-12.727,0.0345,0.842,0.000255,0.101,0.0824,141.915,2018,0,108
270226,0,0.574,0.34,-12.398,0.0435,0.806,0.472,0.278,0.306,117.692,2007,42,3881
170933,22,0.688,0.515,-11.88,0.083,0.0216,0.849,0.1,0.445,170.004,2016,44,98561
210053,65,0.853,0.871,-3.715,0.0851,0.0145,6.84e-05,0.198,0.863,124.021,2016,89,45443239
370160,27,0.477,0.665,-8.189,0.0464,0.599,0.0011,0.272,0.749,179.47,1999,47,126668
296853,0,0.273,0.713,-6.524,0.0336,0.681,0.0468,0.198,0.619,144.801,2010,0,1738944
461333,0,0.277,0.802,-7.025,0.0844,5.79e-05,0.732,0.179,0.0865,94.435,2005,54,589172
269635,0,0.304,0.288,-10.923,0.0343,0.709,0.0271,0.0937,0.337,91.074,1991,10,1884
360840,0,0.347,0.79,-6.021,0.0631,0.0442,0.0723,0.119,0.307,192.589,2007,57,591926
313826,29,0.38,0.768,-4.461,0.0398,0.000759,0.171,0.199,0.29,154.839,2000,47,285115
239533,20,0.552,0.26,-13.123,0.0654,0.683,1.52e-06,0.0911,0.518,92.151,1962,59,192779
350375,0,0.584,0.37,-8.262,0.0252,0.776,1.68e-05,0.128,0.285,95.028,2018,0,108
285693,0,0.374,0.978,-3.064,0.181,0.00406,0.00105,0.685,0.274,123.777,2005,54,589172
285973,3,0.415,0.98,-4.056,0.202,0.00211,0.00164,0.325,0.185,118.512,2004,65,1735533
236853,0,0.633,0.419,-13.395,0.173,0.825,0,0.159,0.716,95.322,2010,22,5145
351373,30,0.473,0.425,-13.029,0.0546,0.548,0.000134,0.126,0.359,125.523,1964,65,1480095
375779,0,0.766,0.925,-10.099,0.0436,0.0947,0.837,0.167,0.718,104.088,2017,0,1738944
288573,0,0.592,0.532,-11.854,0.0611,0.638,0.328,0.141,0.524,80.88,2008,0,1738944
315546,1,0.349,0.327,-19.202,0.0498,0.943,0.887,0.696,0.546,118.444,1965,34,2830
345173,39,0.54,0.4,-8.583,0.0575,0.81,0.331,0.0982,0.441,139.752,1959,44,188893
188360,21,0.488,0.296,-12.308,0.0401,0.863,0.897,0.221,0.357,79.345,1988,53,540626
205493,76,0.657,0.88,-3.672,0.102,0.121,0,0.463,0.769,150.084,2020,81,16148821
263859,0,0.552,0.408,-9.962,0.029,0.114,0.0182,0.105,0.237,112.093,2013,0,36
188999,0,0.48,0.362,-9.947,0.0303,0.961,0.451,0.257,0.393,62.173,2015,53,540626
142496,0,0.362,0.976,-5.123,0.117,5.17e-05,0.825,0.111,0.494,185.091,2018,13,602
192682,0,0.693,0.843,-6.679,0.218,0.0267,0.669,0.117,0.616,154.936,2016,62,540941
215933,47,0.544,0.758,-5.854,0.0319,0.0928,0.000232,0.113,0.537,141.804,2011,65,1348978
229678,68,0.497,0.431,-4.755,0.0287,0.66,0,0.153,0.167,133.675,2017,59,1060292
254173,19,0.451,0.787,-8.208,0.111,0.0102,0.87,0.17,0.198,79.957,2017,49,57563
145933,40,0.602,0.324,-11.427,0.0541,0.796,0,0.0597,0.539,105.839,1962,59,192779
12986,0,0,0.376,-10.043,0,0.245,0,0.204,0,0,2010,0,1738944
72626,37,0.423,0.708,-5.876,0.221,0.192,0.148,0.596,0.149,93.7,2010,57,714382
228716,0,0.494,0.31,-12.179,0.0303,0.68,0.872,0.696,0.199,116.677,2010,0,1738944
533306,10,0.415,0.879,-3.968,0.0702,0.03,0.824,0.18,0.5,95.784,2016,43,115778
376480,46,0.348,0.249,-10.782,0.0318,0.363,0.00164,0.11,0.06,113.379,1988,57,1258991
242133,0,0.507,0.899,-4.392,0.0344,4.88e-05,0.00574,0.162,0.534,122.143,2007,57,591926
346800,0,0.604,0.317,-12.642,0.0495,0.695,4.87e-05,0.0481,0.71,91.473,1959,35,34396
200917,38,0.312,0.878,-6.301,0.0475,0.589,0,0.892,0.349,82.632,2018,60,747307
396373,0,0.564,0.48,-7.508,0.0374,0.839,0.0412,0.245,0.404,124.168,2019,7,1717
230000,12,0.667,0.483,-12.973,0.0733,0.254,0.8,0.0606,0.468,143.98,2011,37,88698
114626,17,0.638,0.585,-8.999,0.0864,0.62,0.828,0.0644,0.966,177.935,2015,38,36295
299755,0,0.538,0.226,-13.279,0.0426,0.886,0.0864,0.0971,0.342,118.428,1991,10,1884
359640,18,0.551,0.327,-15.094,0.0308,0.631,0.112,0.0717,0.335,137.699,1964,65,1480095
318213,0,0.78,0.153,-18.789,0.0362,0.307,0.121,0.0966,0.336,101.981,2005,63,261659
361360,4,0.399,0.218,-14.395,0.0451,0.993,0.852,0.112,0.183,68.874,2012,51,313664
377706,46,0.456,0.205,-19.74,0.0452,0.952,0.889,0.101,0.31,111.5,1973,39,44896
454520,26,0.637,0.674,-8.968,0.0269,0.745,0.00128,0.381,0.798,108.141,1999,47,126668
425466,0,0.562,0.429,-12.9,0.0564,0.858,0.0782,0.0728,0.63,125.438,2010,10,1412
162762,0,0.2,0.675,-4.018,0.0624,0.0185,0.644,0.093,0.312,199.757,2013,51,173496
205735,0,0.314,0.955,-3.7,0.0574,5.07e-05,0.897,0.306,0.318,94.06,2013,51,173496
293795,0,0.466,0.916,-4.575,0.418,0.00542,0.000358,0.41,0.429,202.992,2014,27,31260
68000,3,0.187,0.586,-8.062,0.0642,0.713,0.732,0.203,0.134,80.206,2010,11,3063
317881,0,0.623,0.237,-12.9,0.398,0.619,0,0.11,0.412,65.69,2010,0,1738944
225692,24,0.548,0.394,-9.176,0.038,0.071,1.32e-05,0.325,0.322,129.952,2016,37,88698
197207,50,0.345,0.0718,-10.683,0.041,0.935,2.36e-05,0.123,0.103,115.119,2018,85,6547564
178106,0,0.459,0.972,-3.122,0.119,0.00194,0,0.151,0.33,126.122,2010,54,123161
216693,0,0.385,0.986,-1.168,0.0476,0.0582,0.901,0.322,0.192,173.99,2008,37,98895
290728,0,0.435,0.295,-12.926,0.0359,0.8,0.000614,0.0935,0.146,100.047,2018,0,108
450933,33,0.459,0.623,-8.286,0.0682,0.776,0.89,0.27,0.271,79.7,1959,44,188893
387368,0,0.816,0.53,-9.558,0.0615,0.0115,0.0293,0.0294,0.806,114.007,2017,0,1738944
294026,11,0.473,0.00874,-23.701,0.0524,0.995,0.886,0.13,0.313,80.349,2016,74,2898005
434000,5,0.424,0.355,-12.782,0.0334,0.97,0.586,0.103,0.361,120.517,2012,51,313664
527093,25,0.623,0.367,-10.81,0.0456,0.761,5.36e-06,0.1,0.571,82.833,1963,48,190095
214285,0,0.717,0.687,-9.787,0.0948,0.00274,0.0679,0.292,0.716,111.984,2018,43,58437
348466,0,0.505,0.487,-12.969,0.0545,0.709,0.669,0.111,0.799,151.012,2008,0,1738944
164200,0,0.588,0.643,-7.735,0.0545,0.735,4.95e-05,0.106,0.801,93.302,2002,53,540626
345200,0,0.253,0.972,-4.149,0.169,8.74e-05,0.872,0.214,0.102,93.771,2004,65,1735533
570720,54,0.612,0.493,-8.589,0.0467,0.804,0.266,0.202,0.484,126.358,1959,44,188893
234933,0,0.727,0.478,-4.198,0.0598,0.175,2.44e-06,0.053,0.561,99.986,2018,0,23
232600,0,0.347,0.741,-7.023,0.0755,0.00263,6.65e-06,0.12,0.466,171.23,2005,63,261659
228521,43,0.486,0.995,-3.611,0.0636,0.0533,0.000298,0.674,0.142,117.26,2018,60,747307
46285,21,0.401,0.415,-10.365,0.0347,0.448,0.932,0.271,0.179,131.402,2015,52,190966
139200,48,0.589,0.184,-12.282,0.049,0.631,0,0.0819,0.343,98.365,1962,59,192779
544293,0,0.403,0.746,-11.659,0.0362,0.208,0.893,0.0871,0.558,124.363,2016,42,197324
66035,0,0.379,0.816,-7.903,0.045,0.000302,0.985,0.114,0.744,100.58,2013,51,173496
284333,0,0.695,0.266,-12.921,0.074,0.903,0.834,0.131,0.553,76.718,1999,0,20
429560,2,0.426,0.529,-7.105,0.0361,0.912,0.59,0.113,0.397,84.873,2019,7,1717
213453,0,0.599,0.416,-10.47,0.0387,0.775,0.000996,0.0643,0.722,93.416,2007,42,3881
221564,0,0.469,0.492,-5.463,0.0688,0.73,0,0.181,0.397,88.887,2010,0,1738944
158750,25,0.399,0.793,-9.291,0.0764,0.103,0.83,0.358,0.144,123.764,2019,40,73980
255906,47,0.575,0.804,-3.933,0.0626,0.0826,0.000363,0.0681,0.399,122.08,2010,75,2681980
248320,11,0.494,0.217,-17.071,0.0625,0.891,0.699,0.097,0.699,90.437,1965,34,2830
133693,36,0.425,0.936,-2.545,0.376,0.00135,0.188,0.167,0.397,156.221,2010,57,714382
313600,5,0.425,0.719,-7.344,0.0874,0.542,0.893,0.12,0.354,95.042,1999,0,1738944
218626,32,0.438,0.969,-2.605,0.131,1.16e-05,0.4,0.229,0.527,100.002,2000,47,285115
329853,8,0.444,0.635,-6.885,0.0388,0.671,0.0311,0.113,0.3,80.875,2015,38,36295
303038,0,0.376,0.259,-9.709,0.031,0.922,0,0.221,0.197,140.579,2018,0,108
183755,0,0.467,0.803,-10.334,0.134,0.0114,0.317,0.148,0.562,149.19,2016,62,540941
176390,17,0.807,0.987,-4.801,0.114,0.0269,0.271,0.0869,0.709,133.039,2011,37,88698
179479,0,0.274,0.286,-8.934,0.0295,0.953,0.499,0.108,0.102,103.667,2015,53,540626
119075,0,0.734,0.666,-7.431,0.0283,0.0173,0.873,0.082,0.375,111.006,2018,13,602
74760,34,0.218,0.554,-7.744,0.0324,0.292,0.0526,0.133,0.131,62.156,2010,57,714382
228750,0,0.779,0.613,-8.983,0.0661,0.00917,0.0173,0.143,0.617,128.045,2018,43,58437
175462,36,0.678,0.839,-7.614,0.0376,0.000943,0.393,0.3,0.671,119.043,2015,52,190966
171786,0,0.508,0.841,-7.747,0.0847,0.0218,3.07e-05,0.169,0.738,163.952,2005,63,261659
290626,0,0.491,0.913,-3.048,0.0781,0.00597,0,0.119,0.247,127.939,2010,54,123161
503893,5,0.388,0.601,-10.221,0.0403,0.658,0.159,0.106,0.178,132.821,1999,34,18212
258800,2,0.558,0.219,-15.163,0.0415,0.911,0.829,0.117,0.437,123.959,2006,10,1884
288267,0,0.616,0.204,-14.497,0.0341,0.959,0.876,0.0828,0.275,124.989,1999,0,20
144541,54,0.802,0.448,-8.213,0.0998,0.324,0.00981,0.0692,0.218,124.891,2018,85,6547564
271733,21,0.519,0.508,-11.081,0.0351,0.663,8.35e-06,0.102,0.607,118.266,1962,59,192779
209647,0,0.465,0.946,-1.831,0.0369,0.131,0.000783,0.133,0.499,170.149,2018,0,23
678066,0,0.532,0.34,-13.491,0.036,0.556,0.0111,0.11,0.437,132.966,2010,35,8929
349550,0,0.359,0.343,-11.605,0.0391,0.899,0.808,0.143,0.278,83.088,2018,6,379
218266,56,0.293,0.0348,-23.92,0.0414,0.962,0.000212,0.105,0.101,130.959,1979,83,25512799
208125,12,0.709,0.864,-6.21,0.182,0.112,0.00104,0.109,0.587,128.036,2013,37,88698
247360,56,0.713,0.841,-4.067,0.0622,0.0859,0,0.0646,0.723,105.963,2020,81,16148821
111893,10,0.577,0.927,-5.033,0.267,0.0715,0.756,0.593,0.627,111.065,2010,11,3063
181986,0,0.491,0.909,-4.411,0.0409,0.219,0.000208,0.327,0.906,113.952,2010,0,1738944
253979,0,0.556,0.483,-8.657,0.0652,0.281,0.134,0.709,0.447,119.426,2010,0,1738944
203600,7,0.584,0.888,-9.411,0.0349,0.192,4.23e-05,0.0931,0.672,93.211,2001,63,261659
232986,0,0.547,0.874,-4.31,0.0416,0.000166,0.142,0.559,0.0717,125.938,2014,27,31260
212760,33,0.574,0.89,-5.173,0.0488,0.0158,2.87e-05,0.0868,0.576,133.055,2011,65,1348978
473009,0,0.674,0.824,-6.622,0.0303,0.049,0.00244,0.0872,0.865,102.692,2017,0,1738944
287507,0,0.575,0.226,-10.371,0.0342,0.861,0.909,0.274,0.192,85.782,1999,0,20
359706,14,0.324,0.661,-9.363,0.0538,0.644,0.00043,0.0691,0.454,79.089,1957,49,416716
295533,0,0.508,0.647,-6.278,0.0387,0.000252,0.00346,0.0983,0.166,123.919,2010,0,1738944
235916,0,0.767,0.783,-8.876,0.0325,0.00342,0.138,0.209,0.954,121.097,2017,0,1738944
373000,32,0.576,0.32,-16.74,0.0338,0.511,3.69e-05,0.253,0.466,97.637,1964,65,1480095
168750,0,0.634,0.794,-7.186,0.372,0.0104,0,0.154,0.703,127.97,2018,43,58437
586493,51,0.629,0.278,-12.229,0.0329,0.662,0.000229,0.106,0.503,128.453,1959,63,2347037
181874,0,0.244,0.474,-7.553,0.0287,0.00203,0.569,0.104,0.163,95.431,2017,0,3
91386,6,0.589,0.328,-11.175,0.0327,0.909,0.933,0.273,0.844,139.661,2010,11,3063
163773,45,0.572,0.756,-6.634,0.0287,0.0672,6.26e-05,0.383,0.727,108.014,2007,75,2681980
782013,0,0.261,0.905,-6.493,0.304,0.0042,0.118,0.244,0.0642,139.127,2005,54,589172
228853,0,0.349,0.171,-11.453,0.0324,0.822,0.00813,0.139,0.27,105.45,2007,47,144710
412706,0,0.458,0.69,-8.304,0.0447,0.281,0.91,0.101,0.429,104.213,2006,47,138549
279278,0,0.536,0.64,-9.136,0.0371,0.00209,0.779,0.0665,0.44,140.007,2013,0,36
266093,45,0.533,0.676,-6.469,0.065,0.0832,0.000224,0.122,0.377,76.444,2011,65,1348978
173333,0,0.47,0.409,-8.6,0.068,0.8,2.02e-06,0.115,0.807,176.997,2002,53,540626
304840,22,0.345,0.0711,-22.478,0.0426,0.984,0.896,0.112,0.0397,117.134,1973,39,44896
174933,0,0.484,0.701,-5.392,0.0348,0.064,1.61e-06,0.25,0.22,178.218,2009,65,1348978
232400,0,0.456,0.713,-7.534,0.0556,0.394,0.961,0.0772,0.506,142.872,2006,47,138549
197389,0,0.541,0.0431,-16.157,0.0493,0.948,4.77e-06,0.115,0.146,118.355,2018,0,108
193167,0,0.396,0.98,-4.319,0.0441,0.00161,0.0912,0.142,0.108,100.224,2013,51,173496
470666,22,0.555,0.228,-15.155,0.0348,0.641,0.0596,0.0594,0.275,110.501,1962,65,1480095
351813,1,0.668,0.335,-16.53,0.0526,0.883,0.789,0.121,0.62,99.03,2006,10,1884
188894,0,0.544,0.347,-9.934,0.0448,0.635,0.0899,0.892,0.303,112.441,2010,0,1738944
339026,0,0.516,0.404,-12.317,0.0335,0.587,0.000744,0.116,0.302,123.256,2004,32,78325
275640,0,0.663,0.995,-0.517,0.105,0.00163,0.446,0.0302,0.913,159.967,2008,37,98895
126019,0,0.192,0.595,-3.041,0.0586,8.44e-06,0.825,0.0891,0.52,184.081,2013,51,173496
252626,0,0.282,0.365,-10.856,0.0353,0.597,1.18e-06,0.355,0.148,175.801,2001,63,261659
378826,12,0.396,0.0254,-23.885,0.038,0.989,0.92,0.0738,0.109,134.563,2016,74,2898005
332041,0,0.528,0.939,-3.64,0.285,0.0203,4.02e-06,0.638,0.482,130.036,2014,27,31260
209680,13,0.762,0.666,-7.638,0.0399,0.525,0.17,0.865,0.762,95,2015,38,36295
254866,20,0.859,0.428,-15.894,0.11,0.284,0.874,0.0716,0.253,115.052,2016,44,98561
