artist,album,track,uri,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,popularity_levels,album.release_year,album.release_year_category,artist.id,artist.genres,artist.popularity,artist.number_of_followers,estimated_genre_type,genre_category
bohemianvoodoo,echoes,Get Dressed Up,60hKphiOE5aET1wrTKmliP,513880,14,0.416,0.747,-10.125,0.0342,0.53,0.906,0.703,0.561,133.872,4,"(1,24]",2017,"(2015,2022]",2pKjlyTAEzqUAFsQNCgmkS,japanese jazz|japanese jazz fusion|japanese post-rock,30,25392,jazz,jazz
Sonny Stitt Quartet,Tune-Up!/Constellation,Constellation,6IOUIBRJ8D9rVoEb3AJvuN,302840,0,0.572,0.504,-10.042,0.0454,0.727,0.000485,0.156,0.501,87.423,4,"[0,1]",2007,"(2002,2010]",03Sna6rwmroeEViv4M4K8H,bebop|hard bop|jazz quartet,42,3881,jazz,jazz
John Coltrane,Coltrane Plays the Blues,Blues to You,50LULZyx2xFDsjLxGtovk1,387400,19,0.475,0.524,-9.804,0.0569,0.6,9.28e-06,0.272,0.717,116.237,1,"(1,24]",1962,"[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,65,1480095,jazz,jazz
What the Tango?!,Alt Mission,Bohemio (Eo Remix),5Nm6iGwf8Xn88QgEMUGmJp,242555,0,0.446,0.398,-11.772,0.0545,0.268,0.0288,0.224,0.35,134.005,4,"[0,1]",2013,"(2010,2015]",1Rs2sifpDyJ0vJ2picQOUd,,0,36,,Not Assigned
Ensiferum,Ensiferum,Windrider,4N3HQSkTvWPteHJq63GXah,338306,28,0.411,0.96,-2.794,0.0928,2.19e-05,0.815,0.183,0.33,92.575,4,"(24,85]",2000,"[1957,2002]",0krXCIkthz13P8o0v2tksH,finnish melodeath|finnish metal|folk metal|melodic death metal|metal|nordic folk metal|power metal|viking metal,47,285115,metal,other
Hiromi,Spark,Wake Up And Dream,79MZDYloai2DBHbCNljOM9,527333,0,0.177,0.062,-24.506,0.044,0.993,0.908,0.0922,0.0379,69.194,3,"[0,1]",2016,"(2015,2022]",7DeuppKQdCVhuWrzzCBBpc,japanese jazz|japanese jazz fusion|jazz|jazz fusion|modern jazz piano,42,197324,jazz,jazz
Charlie Parker,Charlie Parker With Strings,Summertime,7eUTwB0wLt753n2fxRRQYE,168506,0,0.336,0.347,-8.03,0.0291,0.672,0.00195,0.15,0.448,90.163,4,"[0,1]",2015,"(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
Charles McPherson,First Flight Out,My Funny Valentine,67BnYrsSPnsrUynikVQ6wH,340000,1,0.555,0.189,-13.997,0.0403,0.919,0.885,0.104,0.382,116.137,3,"[0,1]",2006,"(2002,2010]",6iRat96avb9tai5DCUZ7qf,,10,1884,,Not Assigned
Dave Liebman,Solo (Live in New York),The Fourth Wall (Live),1mFxpy9C0hk0waCuzNkK6L,364712,0,0.438,0.204,-11.191,0.126,0.988,0.439,0.775,0.341,74.1,4,"[0,1]",2015,"(2010,2015]",429bUEZe2Hq5QJvO2CmhLn,avant-garde jazz|contemporary jazz|contemporary post-bop|ecm-style jazz|free jazz|italian jazz|japanese jazz|jazz|jazz fusion|jazz saxophone|swedish jazz|uk contemporary jazz,35,9673,jazz,jazz
MGMT,Congratulations,It's Working,2sCaihW0VlDKecbUgMSzRY,246280,43,0.381,0.954,-3.945,0.0437,0.0563,0.000835,0.537,0.532,155.103,4,"(24,85]",2010,"(2002,2010]",0SwO7SWeDHJijQ3XNS7xEE,alternative dance|indietronica|modern rock|rock,75,2681980,alternative,alternative
Gary Burton,Crystal Silence,What Game Shall We Play Today,5VQBSkwRPpjkmUPjPvlwTA,222560,23,0.356,0.314,-17.848,0.0549,0.926,0.841,0.0786,0.519,116.031,4,"(1,24]",1973,"[1957,2002]",4iovNkf44dsELmo3E7XSKX,contemporary jazz|ecm-style jazz|jazz|jazz fusion|jazz vibraphone,39,44896,jazz,jazz
bôa,Twilight,Scoring,7tQNlpDjQoHaqPXui0iV47,230000,0,0.479,0.779,-6.297,0.0312,0.272,0,0.106,0.379,105.428,4,"[0,1]",2001,"[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,63,261659,,Not Assigned
Lee Morgan,Cornbread,Ceora,5rQTh8OF3mfjgu0NJkSTOk,383400,49,0.702,0.219,-15.16,0.0432,0.937,0.869,0.0886,0.35,126.331,4,"(24,85]",1965,"[1957,2002]",38C3okxv3fyyOIQUVPCdGX,bebop|big band|free jazz|hard bop|jazz|jazz trumpet|soul jazz,47,126668,jazz,jazz
Shinsei Kamattechan,Tomodachi Wo Koroshite Made,Chiritori,2qVqLrHfDRdY1DDs78bEW4,276000,0,0.374,0.598,-4.519,0.0369,0.0535,2.49e-06,0.117,0.269,80.068,4,"[0,1]",2010,"(2002,2010]",1ZnuqrjIR4q8zhgriUYsSo,japanese alternative rock,54,123161,alternative,alternative
MGMT,Oracular Spectacular,Weekend Wars,19K3lUMJmOdeuOBTrbLm19,250773,55,0.549,0.859,-3.993,0.0361,0.0964,2.36e-05,0.322,0.69,77.013,4,"(24,85]",2007,"(2002,2010]",0SwO7SWeDHJijQ3XNS7xEE,alternative dance|indietronica|modern rock|rock,75,2681980,alternative,alternative
Branford Marsalis Quartet,Requiem,A Thousand Autumns,6LjvK2dHauCUwwvtuvEAdS,638040,3,0.357,0.265,-12.481,0.0328,0.919,0.544,0.12,0.0771,103.966,3,"(1,24]",1999,"[1957,2002]",795yvukGj0UOfcP8uftDq9,jazz quartet,34,18212,jazz,jazz
South Beach Recycling,"Japanese Boogie & Disco, Vol. 2",Sugoi Kirei,2LxxinUdDm2iTvY1Mny9xZ,394285,0,0.675,0.805,-7.63,0.372,0.0718,5.21e-06,0.112,0.777,126.044,4,"[0,1]",2017,"(2015,2022]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
Charles McPherson,Siku Ya Bibi,I'm A Fool To Want You,29Bf0fqAtUoCNCwX0gp3FN,284682,0,0.257,0.33,-11.413,0.0384,0.744,0.0284,0.145,0.214,66.194,4,"[0,1]",1991,"[1957,2002]",6iRat96avb9tai5DCUZ7qf,,10,1884,,Not Assigned
Lamb of God,Ashes Of The Wake,Now You've Got Something to Die For,6uw0ccDTu2taJB1KU6ggQk,219773,0,0.36,0.986,-2.486,0.103,0.00272,0.00109,0.125,0.217,92.335,4,"[0,1]",2004,"(2002,2010]",3JFsVIxOn7STeilPICkkB2,alternative metal|groove metal|melodic metalcore|metal|nu metal|virginia metal,65,1735533,alternative,alternative
The Flashbulb,Hardscrabble,The Basement Trio,3CXQ0ufPdOwktLvew0ePMi,236000,5,0.481,0.73,-11.395,0.0478,0.03,0.911,0.105,0.268,180.056,4,"(1,24]",2012,"(2010,2015]",6mMCSCuTbGU6kNr4303LwH,breakcore|drill and bass|intelligent dance music,41,49926,dance,dance
Frédéric Chopin,Chopin Nocturnes,"Nocturnes, Op. 15: No. 2 in F-Sharp Major",7COwxGuVMoceZDVWwfPU5i,244106,13,0.344,0.0313,-21.261,0.0365,0.989,0.736,0.351,0.0986,81.148,3,"(1,24]",2016,"(2015,2022]",7y97mc3bZRFXzT2szRM4L4,classical|early romantic era|polish classical,74,2898005,classical,other
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Tiny's Tempo,0wGRpO52oqWLaIkJa5QSY0,173266,0,0.732,0.4,-11.853,0.104,0.967,0.603,0.33,0.761,105.849,4,"[0,1]",2002,"[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
bôa,Twilight,For Jasmine,17jT2sswY95fInGiT3nfw7,317506,0,0.179,0.904,-6.603,0.0703,0.0582,8.45e-06,0.246,0.453,77.237,4,"[0,1]",2001,"[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,63,261659,,Not Assigned
Charles McPherson,Come Play With Me,Lonely Little Chimes,522qzjztdiwTfy4WZ93Nf6,560906,0,0.475,0.359,-14.732,0.0381,0.774,0.616,0.0905,0.456,97.148,3,"[0,1]",2008,"(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
ROSALÍA,El Mal Querer,PIENSO EN TU MIRÁ - Cap.3: Celos,5r8mGKhCDIVWb3AG4hm0l0,193767,64,0.647,0.676,-6.025,0.0862,0.0909,0.0227,0.0947,0.41,164.51,3,"(24,85]",2018,"(2015,2022]",7ltDVBr6mKbRvohxheJ9h1,r&b en espanol,85,6547564,r&b,other
Donald Harrison,Quantum Leap,The Sand Castle Head Hunter,10ruBPQkdR4KBietJcA4cH,483626,0,0.655,0.445,-10.836,0.048,0.473,0.745,0.148,0.748,103.832,4,"[0,1]",2010,"(2002,2010]",53pHwg1sjhqGk726JnJHYb,jazz saxophone|new orleans jazz,22,5145,jazz,jazz
bôa,Twilight,Duvet [Acoustic],2KphT1j1WWgm2FfzeAcgH3,314320,0,0.476,0.396,-8.575,0.0258,0.391,3.09e-06,0.112,0.369,172.317,4,"[0,1]",2001,"[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,63,261659,,Not Assigned
RATKING,So It Goes,So Sick Stories,24zhge7SG4otKv8D0kLaTz,282380,0,0.426,0.733,-3.739,0.172,0.0511,0.00126,0.294,0.268,159.645,4,"[0,1]",2014,"(2010,2015]",2xtXCUTxmekNFB8oIYuOfe,escape room,27,31260,escape,other
Lamb of God,Ashes Of The Wake,Break You,0aaRyvAdK0kU1GceD2aS3H,214533,0,0.311,0.996,-3.48,0.185,0.00173,0.00266,0.289,0.154,107.805,4,"[0,1]",2004,"(2002,2010]",3JFsVIxOn7STeilPICkkB2,alternative metal|groove metal|melodic metalcore|metal|nu metal|virginia metal,65,1735533,alternative,alternative
Donald Harrison,The Chosen,Caravan,2oovYKSlMQs6g6EyjVZ3E3,318293,0,0.351,0.484,-12.201,0.0328,0.241,0.636,0.207,0.386,101.181,3,"[0,1]",2008,"(2002,2010]",53pHwg1sjhqGk726JnJHYb,jazz saxophone|new orleans jazz,22,5145,jazz,jazz
Ensiferum,Ensiferum,Token Of Time,3sUH0JiRGGWOaCd46abkRA,255946,38,0.421,0.935,-3.079,0.082,1.34e-05,0.784,0.341,0.465,125.136,4,"(24,85]",2000,"[1957,2002]",0krXCIkthz13P8o0v2tksH,finnish melodeath|finnish metal|folk metal|melodic death metal|metal|nordic folk metal|power metal|viking metal,47,285115,metal,other
KNOWER,Think Thoughts,Paying The Price Now (feat. Tim Lefebvre),6cA87nJJZsZgzg7CFxRc23,170780,12,0.726,0.629,-6.782,0.192,0.0533,1.21e-05,0.0859,0.538,78.53,4,"(1,24]",2011,"(2010,2015]",7fVp0A6oCMfiQJihMnY0SZ,la pop,37,88698,pop,pop
VHS Head,Trademark Ribbons of Gold,Seen Enough?,09gqYF04PQFwG1dMSWYopO,251000,3,0.782,0.797,-5.423,0.0669,0.307,0.296,0.125,0.729,119.969,4,"(1,24]",2010,"(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,11,3063,vaporwave,other
Terell Stafford,Brotherlee Love,Favor,5Iy1m9ljZ3pg7uy8zioS2e,749080,1,0.545,0.302,-12.389,0.0386,0.857,0.912,0.0777,0.34,115.35,3,"[0,1]",2015,"(2010,2015]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,26,2980,jazz,jazz
Thundercat,It Is What It Is,Dragonball Durag,7eWGnKg4B44sbBPpQp4y2c,181922,65,0.648,0.59,-9.664,0.0942,0.697,0.808,0.111,0.401,81.045,4,"(24,85]",2020,"(2015,2022]",4frXpPxQQZwbCu3eTGnZEw,afrofuturism,74,1031796,afrofuturism,other
Sungazer,"Sungazer, Vol. 2",Drunk,06TOkR7dO7PLwhToEMB48x,206828,38,0.354,0.836,-7.394,0.0628,0.00637,0.763,0.165,0.407,106.365,4,"(24,85]",2019,"(2015,2022]",1uvnDqn7UvVy6orSq1E2YF,livetronica|progressive jazz fusion,40,73980,jazz,jazz
Charles McPherson,First Flight Out,7th Dimension,2rYY9qv3bA0ndnnjLnF6T5,379573,1,0.593,0.251,-16.834,0.0475,0.86,0.826,0.118,0.401,128.253,4,"[0,1]",2006,"(2002,2010]",6iRat96avb9tai5DCUZ7qf,,10,1884,,Not Assigned
Donald Harrison,The Chosen,Drum Line,6qAZCARMfqMSJvZ1wvqk9b,364253,0,0.79,0.68,-10.434,0.0478,0.25,0.822,0.0891,0.841,91.417,4,"[0,1]",2008,"(2002,2010]",53pHwg1sjhqGk726JnJHYb,jazz saxophone|new orleans jazz,22,5145,jazz,jazz
Lee Morgan,The Sidewinder,Totem Pole,510LpM3avsyNcWcMS1MkLg,597893,22,0.541,0.655,-7.742,0.0419,0.815,0.0269,0.115,0.528,140.497,4,"(1,24]",1999,"[1957,2002]",38C3okxv3fyyOIQUVPCdGX,bebop|big band|free jazz|hard bop|jazz|jazz trumpet|soul jazz,47,126668,jazz,jazz
Hiromi,Spark,Wonderland,0epm0rjzJOI4AjIQnZXIZw,342666,0,0.399,0.637,-12.068,0.0325,0.29,0.851,0.1,0.779,127.906,4,"[0,1]",2016,"(2015,2022]",7DeuppKQdCVhuWrzzCBBpc,japanese jazz|japanese jazz fusion|jazz|jazz fusion|modern jazz piano,42,197324,jazz,jazz
Art Blakey,Moanin',Moanin' (Alternate Take) - Remastered,7KL9M1iIzHnKBK24pkyTNE,559146,29,0.658,0.479,-8.464,0.0437,0.77,0.0308,0.137,0.503,130.844,4,"(24,85]",1959,"[1957,2002]",6ykfXAed2KOLOMI3R0TZdz,bebop|hard bop|jazz|jazz drums|jazz fusion,44,188893,jazz,jazz
Hiromi,Spark,Dilemma,78CGhCOGbQikrpkz7DMbCi,529213,0,0.329,0.514,-13.212,0.0307,0.339,0.89,0.0598,0.289,148.551,3,"[0,1]",2016,"(2015,2022]",7DeuppKQdCVhuWrzzCBBpc,japanese jazz|japanese jazz fusion|jazz|jazz fusion|modern jazz piano,42,197324,jazz,jazz
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Bluebird,6OUM8XYpfTJyEULJQiTDp4,173266,0,0.682,0.263,-11.658,0.0799,0.855,0.0507,0.154,0.681,122.963,4,"[0,1]",2002,"[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
The Dear Hunter,"Act II: The Meaning Of, And All Things Regarding Ms. Leading",The Bitter Suite 1 and 2: Meeting Ms. Leading and Through The Dime,3yZqfLW8r9ZYHAZ7iDgsNM,366986,0,0.376,0.664,-7.12,0.0257,0.0457,0.00805,0.0824,0.339,82.697,4,"[0,1]",2007,"(2002,2010]",51lE580QM13Anmb3mK2j1e,dreamo|progressive jazz fusion|progressive post-hardcore,47,144710,jazz,jazz
Willie Jones III,Groundwork,Hindsight,6GBEIOKf09ZHyntTlG8xtL,370120,14,0.564,0.478,-12.559,0.0508,0.654,0.554,0.103,0.294,96.755,4,"(1,24]",2015,"(2010,2015]",06zKa5bEBIn8j0iUdCR6cX,jazz drums|straight-ahead jazz,24,1587,jazz,jazz
Macross 82-99,CHAM!,In The Moonlight,29hlctOKXWwP7dOHmnLO6p,133440,27,0.759,0.465,-11.327,0.1,0.287,0.426,0.092,0.606,124.921,4,"(24,85]",2015,"(2010,2015]",5C8KyBfvAz9PSaOd30eIow,future funk|kawaii future bass|vaporwave,52,190966,bass,other
Art Blakey,Moanin',Blues March - Remastered,3OyJe2L52BHpACsMjOKLFg,373386,32,0.654,0.585,-8.022,0.0565,0.688,0.416,0.0713,0.619,131.703,4,"(24,85]",1959,"[1957,2002]",6ykfXAed2KOLOMI3R0TZdz,bebop|hard bop|jazz|jazz drums|jazz fusion,44,188893,jazz,jazz
DJ Shadow,The Mountain Will Fall,Suicide Pact,08PNvbkRVIzHrjJqfdTCna,276381,0,0.579,0.452,-10.865,0.04,0.0738,0.525,0.103,0.118,75.679,4,"[0,1]",2016,"(2015,2022]",5CE2IfdYZEQGIDsfiRm8SI,big beat|downtempo|electronica|hip-hop|trip hop|turntablism,62,540941,big,other
MGMT,Congratulations,Song for Dan Treacy,4SjbThOBAifCj4cBAI12T1,249360,41,0.453,0.977,-4.041,0.102,0.00314,0.000494,0.106,0.673,170.058,4,"(24,85]",2010,"(2002,2010]",0SwO7SWeDHJijQ3XNS7xEE,alternative dance|indietronica|modern rock|rock,75,2681980,alternative,alternative
Bruno Mars,24K Magic,Versace on the Floor,0kN8xEmgMW9mh7UmDYHlJP,261240,77,0.578,0.574,-6.209,0.0454,0.196,0,0.083,0.301,174.152,4,"(24,85]",2016,"(2015,2022]",0du5cEVh5yTK9QJze8zA0C,dance pop|pop,89,45443239,dance,dance
The Fall of Troy,Doppelganger,Macaulay McCulkin,3PQt61PGvdUDJYylhY22j8,486146,30,0.303,0.853,-7.119,0.156,0.0251,0.0165,0.388,0.247,137.645,5,"(24,85]",2005,"(2002,2010]",5fuQrhMRYMtoO9uOlFad4P,post-hardcore|progressive post-hardcore|sasscore|screamo|swancore,46,150901,post-hardcore,other
MGMT,Oracular Spectacular,4th Dimensional Transition,5qdCsd05UUdtAsAtET9gxV,238013,43,0.381,0.939,-4.684,0.125,0.042,0.918,0.172,0.335,159.97,4,"(24,85]",2007,"(2002,2010]",0SwO7SWeDHJijQ3XNS7xEE,alternative dance|indietronica|modern rock|rock,75,2681980,alternative,alternative
Yam Who?,"Japanese Boogie & Disco, Vol. 2",Mono Drive,56KqUmWq2PK8G6Lanqrz6G,320917,0,0.774,0.615,-8.684,0.0483,0.0165,0.862,0.157,0.932,105.473,4,"[0,1]",2017,"(2015,2022]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
John Coltrane,Coltrane's Sound,Central Park West,0Ve1sQdEcXQe0ZpS8AWDPC,251293,40,0.311,0.0312,-21.88,0.036,0.955,0.855,0.0965,0.15,73.467,4,"(24,85]",1964,"[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,65,1480095,jazz,jazz
rü,terodesu,Maaal,3pYtzFMDt27zsyxPjaM6b4,106187,0,0.387,0.923,-5.283,0.0508,5.36e-06,0.885,0.378,0.681,174.056,4,"[0,1]",2018,"(2015,2022]",1slGKMObSjFDHaNM5ILhSv,peruvian indie,13,602,indie,indie
Charles McPherson,Siku Ya Bibi,Don't Explain,4nPLJScd2YS4Vd5bO8WrS9,268016,0,0.31,0.297,-11.535,0.04,0.853,0.034,0.163,0.343,49.86,3,"[0,1]",1991,"[1957,2002]",6iRat96avb9tai5DCUZ7qf,,10,1884,,Not Assigned
Kenny Garrett,Songbook,The House That Nat Built,5IiiIFe4tsBtbaxqR3yIBY,265200,15,0.345,0.505,-10.21,0.0464,0.184,0.211,0.367,0.429,174.571,4,"(1,24]",1997,"[1957,2002]",0Vz0vgVrclNJlHBLrgjklY,bebop|contemporary jazz|contemporary post-bop|jazz|jazz fusion|jazz saxophone,35,56427,jazz,jazz
Kenny Garrett,Songbook,November 15,6KZKVgK5NmJtJ8hysKmGya,458666,23,0.514,0.489,-10.393,0.0306,0.5,0.348,0.119,0.592,81.382,4,"(1,24]",1997,"[1957,2002]",0Vz0vgVrclNJlHBLrgjklY,bebop|contemporary jazz|contemporary post-bop|jazz|jazz fusion|jazz saxophone,35,56427,jazz,jazz
Miles Davis,Kind Of Blue,"Flamenco Sketches (feat. John Coltrane, Cannonball Adderley & Bill Evans)",3R3fcrKaeBr3U6s9R2belr,566066,47,0.361,0.0437,-17.256,0.0404,0.9,0.111,0.0901,0.224,175.137,3,"(24,85]",1959,"[1957,2002]",0kbYTNQb4Pb1rPbbaF0pT4,cool jazz|hard bop|jazz|jazz fusion|jazz trumpet|uk contemporary jazz,63,2347037,jazz,jazz
Yusef Lateef,Jazz Flute,Slippin' & Slidin',6bqRo2wIdSizQIRgIiyUvh,206266,0,0.466,0.327,-18.072,0.307,0.687,0.108,0.713,0.638,144.64,4,"[0,1]",2015,"(2010,2015]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
Juan Serrano,Plays Popular Music of Spain and the Old World,Christmas of Spain,6iTMmSzekmTnjNcOROcfPL,258386,5,0.458,0.258,-15.781,0.0401,0.892,0.586,0.1,0.829,92.936,4,"(1,24]",1965,"[1957,2002]",3QFILZBmorcywC5QvAnm50,flamenco guitar|rumba,34,2830,guitar,other
RATKING,So It Goes,Canal,6bCBUWQeDctxyc3BfDaRfS,183065,0,0.493,0.852,-2.64,0.0731,0.000116,0.0217,0.514,0.395,135.284,4,"[0,1]",2014,"(2010,2015]",2xtXCUTxmekNFB8oIYuOfe,escape room,27,31260,escape,other
Cannonball Adderley,Nancy Wilson/Cannonball Adderley,One Man's Dream - Instrumental,2iKRxDM2PEo7CnX5SHPwEH,311640,20,0.52,0.394,-11.329,0.0368,0.589,0.00031,0.0747,0.643,113.338,4,"(1,24]",1962,"[1957,2002]",2JfVCMa3FlvQRlLT5uH9zb,adult standards|lounge|vocal jazz,59,192779,jazz,jazz
Lamb of God,Ashes Of The Wake,What I've Become,5yIRe5ckUUUcZD72rfLAdZ,208906,0,0.276,0.985,-3.448,0.0869,0.000154,0.000484,0.166,0.185,95.909,4,"[0,1]",2004,"(2002,2010]",3JFsVIxOn7STeilPICkkB2,alternative metal|groove metal|melodic metalcore|metal|nu metal|virginia metal,65,1735533,alternative,alternative
Charles McPherson,First Flight Out,Well You Needn't,02emW1OVolZvAWlklvR0VO,327293,2,0.496,0.532,-11.812,0.0417,0.67,0.413,0.119,0.547,141.088,4,"(1,24]",2006,"(2002,2010]",6iRat96avb9tai5DCUZ7qf,,10,1884,,Not Assigned
Juan Serrano,Plays Popular Music of Spain and the Old World,Doblan (Siguiriyas),2Iv62hLsBTFh0ze8vOEKgP,304920,5,0.439,0.203,-17.056,0.0958,0.852,0.902,0.109,0.72,102.996,3,"(1,24]",1965,"[1957,2002]",3QFILZBmorcywC5QvAnm50,flamenco guitar|rumba,34,2830,guitar,other
Alex North,Jazz in Film,A Streetcar Named Desire,6q8gOdebdMGeE2Ypxodf4j,475333,8,0.49,0.456,-10.534,0.0404,0.655,0.76,0.147,0.5,120.106,3,"(1,24]",1999,"[1957,2002]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
bôa,Get There,Passport,2SkmZDseuoDM1Pjudqk523,310813,0,0.387,0.837,-5.924,0.038,0.0622,8.13e-05,0.0918,0.538,165.074,3,"[0,1]",2005,"(2002,2010]",5jTtGLk1mGFMY5lQOvJYUj,,63,261659,,Not Assigned
Macross 82-99,CHAM!,Peach (feat. Diana Shroomy),1Phlo7tIyS8D4aSbKMseUq,127741,22,0.694,0.366,-12.112,0.19,0.455,0.00209,0.333,0.39,77.591,4,"(1,24]",2015,"(2010,2015]",5C8KyBfvAz9PSaOd30eIow,future funk|kawaii future bass|vaporwave,52,190966,bass,other
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Crazeology,22SnlTeYLOfnZ66x41JXPF,181066,0,0.569,0.526,-10.923,0.0852,0.931,0.00137,0.311,0.811,128.531,4,"[0,1]",2002,"[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
Jane's Addiction,Nothing's Shocking,Ocean Size,5lCjgHTEE7tbmzDVaCloGC,259666,44,0.257,0.901,-9.074,0.0832,0.0896,0.0137,0.227,0.252,93.286,4,"(24,85]",1988,"[1957,2002]",02NfyD6AlLA12crYzw5YcR,alternative metal|alternative rock|blues rock|funk metal|funk rock|grunge|nu metal|permanent wave|pop rock|rap rock|rock,57,1258991,alternative,alternative
Sam Kim,Cheer Up,Confession,59OQ9zPGXtzMMIz2q8INhg,279160,47,0.527,0.322,-9.163,0.0281,0.675,2.98e-05,0.111,0.188,136.062,3,"(24,85]",2022,"(2015,2022]",4BBN286rBKyCWsSPq2cxYO,chill r&b|k-pop|korean pop|korean r&b,61,407849,pop,pop
Charlie Parker,Bird - Original Motion Picture Soundtrack,Lester Leaps In,1Jx5ZnGojy7T1KLjxkaX2o,279400,17,0.295,0.794,-10.846,0.056,0.604,0.000608,0.686,0.632,80.39,4,"(1,24]",1988,"[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
Edgar Knecht,Personal Seasons,Sommerschall,0qDlqaiBlrAiXPxXDE2Isc,373150,1,0.652,0.565,-11.636,0.0522,0.368,0.923,0.088,0.672,108.084,3,"[0,1]",2019,"(2015,2022]",5TanVo4E1Frx9a5wdjCpNf,,5,620,,Not Assigned
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Moose The Mooche,5lKqPgk1ho2Wr8UeNrHcs4,182160,0,0.576,0.479,-10.864,0.104,0.793,0.000178,0.0965,0.905,105.71,4,"[0,1]",2002,"[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
Roy Hargrove,Nothing Serious,Invitation,6TzwRteT1RN2Slqw2Qevrp,413080,0,0.447,0.621,-8.142,0.0389,0.351,0.834,0.0857,0.618,137.361,4,"[0,1]",2006,"(2002,2010]",49zXTngyUTielHTbbH5YKs,bebop|big band|contemporary jazz|contemporary post-bop|jazz|jazz fusion|jazz trumpet,47,138549,jazz,jazz
Tina Guo,Game On!,Journey,3QVAJDQMG81GA1Mpd9PZFZ,309746,20,0.194,0.414,-12.549,0.0376,0.213,0.842,0.109,0.0387,88.373,3,"(1,24]",2017,"(2015,2022]",46T4yCHjQfVxokuATj1SiV,cello,49,57563,cello,other
Alexa Tarantino,Crossing Paths,Final Breaths,3cz4g8MQQYY8YWSYNzIuHu,462066,0,0.372,0.181,-14.567,0.0384,0.96,0.769,0.0752,0.159,91.453,4,"[0,1]",2014,"(2010,2015]",4iP863xgxxSQUbKm7SVwXh,straight-ahead jazz,21,1719,jazz,jazz
tortuganónima,Ukiyo,Ukiyo,1E0BkzEIsecQxAEJYEZI2B,312888,5,0.362,0.919,-6.079,0.0466,0.0566,0.844,0.236,0.531,92.515,4,"(1,24]",2019,"(2015,2022]",0jsPe8wkYOMs1yd3zd2aRR,chilean indie|math rock latinoamericano,24,10839,rock,other
Shit Hot Soundsystem,"Japanese Boogie & Disco, Vol. 2",Kannushi,2owMZk7CJbJwE6LVViZuyS,337500,0,0.856,0.558,-8.779,0.0419,0.0212,0.844,0.055,0.297,128.006,4,"[0,1]",2017,"(2015,2022]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
bôa,Twilight,One Day,4Lx07ONh8LaKwrSVND9YMj,160866,0,0.433,0.904,-6.839,0.0321,0.401,0.000199,0.0895,0.59,102.069,4,"[0,1]",2001,"[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,63,261659,,Not Assigned
The Mars Volta,Frances the Mute,Miranda That Ghost Just Isn't Holy Anymore,0dXROD1x8bHVIdr7iSSMeN,789506,0,0.204,0.374,-13.547,0.0535,0.412,0.0621,0.661,0.101,99.998,3,"[0,1]",2005,"(2002,2010]",75U40yZLLPglFgXbDVnmVs,alternative metal|el paso indie,54,589172,alternative,alternative
