artist,album,track,uri,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,popularity_levels,album.release_year,album.release_year_category,artist.id,artist.genres,artist.popularity,artist.number_of_followers,estimated_genre_type,genre_category
The Flashbulb,Hardscrabble,Three Hundred CC,696p5YNjyAX1lJpDSvUbdJ,251613,27,0.671,0.769,-9.139,0.035,0.0732,0.916,0.158,0.338,139.982,4,"(24,85]",2012,"(2010,2015]",6mMCSCuTbGU6kNr4303LwH,breakcore|drill and bass|intelligent dance music,41,49926,dance,dance
"Jose Luis ""Pepe"" Motta",Cuadro De Amigos,El Corazon al Sur,5wNansiMC0fn1tvnlfzFJl,231201,0,0.512,0.407,-6.545,0.0567,0.86,0,0.717,0.332,108.992,4,"[0,1]",2010,"(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
John Coltrane,My Favorite Things,But Not for Me,0nPe2JSoIX41p3XC7dHOfX,581866,20,0.343,0.391,-13.759,0.0394,0.535,0.00357,0.312,0.572,198.707,4,"(1,24]",1961,"[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,65,1480095,jazz,jazz
Anamanaguchi,Endless Fantasy,Snow Angels,08J88Yor2moFkXFaRp1e07,277539,0,0.325,0.723,-5.556,0.0423,0.00473,0.602,0.164,0.167,97.105,4,"[0,1]",2013,"(2010,2015]",2UwJRAgSOi1zcLkvUNc8XL,bitpop|chiptune|indie game soundtrack|nintendocore,51,173496,indie,indie
McCoy Tyner,Tender Moments,Lee Plus Three - Remastered,2BxxczLpD7QAVg5LqzdtBg,336293,7,0.532,0.38,-15.154,0.0545,0.903,0.482,0.139,0.636,144.731,3,"(1,24]",2004,"(2002,2010]",2EsmKkHsXK0WMNGOtIhbxr,contemporary post-bop|hard bop|jazz|jazz fusion|jazz piano|stride|uk contemporary jazz,51,113064,jazz,jazz
Benny Golson Quintet,Domingo,Blues March,4h4Gi3zpDctWhKZTg5al5g,249760,0,0.552,0.382,-11.804,0.0423,0.722,0.528,0.0946,0.572,135.89,4,"[0,1]",1993,"[1957,2002]",3H6wOSefdMFkMwLPv7S0tF,,0,44,,Not Assigned
John Coltrane,Both Directions At Once: The Lost Album,"One Up, One Down - Take 1",7BwqeqnNAiBEPTlhoVOWkt,481826,19,0.392,0.631,-13.587,0.0764,0.212,0.00174,0.247,0.559,134.606,4,"(1,24]",2018,"(2015,2022]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,65,1480095,jazz,jazz
Dave Liebman,Solo (Live in New York),The Loneliness of a Long Distance Runner (Intro) [Live],1dtf5Xt3SmhuorPECzQLTT,99178,0,0.585,0.272,-18.762,0.901,0.904,0,0.238,0.498,167.467,3,"[0,1]",2015,"(2010,2015]",429bUEZe2Hq5QJvO2CmhLn,avant-garde jazz|contemporary jazz|contemporary post-bop|ecm-style jazz|free jazz|italian jazz|japanese jazz|jazz|jazz fusion|jazz saxophone|swedish jazz|uk contemporary jazz,35,9673,jazz,jazz
Anamanaguchi,Endless Fantasy,Interlude (Total Tea Time),666Gq86pwKtAJcLB9Jg9aF,59114,0,0.514,0.587,-12.074,0.0457,2.37e-05,0.938,0.0911,0.919,97.027,3,"[0,1]",2013,"(2010,2015]",2UwJRAgSOi1zcLkvUNc8XL,bitpop|chiptune|indie game soundtrack|nintendocore,51,173496,indie,indie
The Dave Brubeck Quartet,Time Out,Blue Rondo à la Turk,36MLLjFug6TJYNODUVR7av,403640,45,0.588,0.4,-11.914,0.036,0.851,0.352,0.11,0.468,113.615,4,"(24,85]",1959,"[1957,2002]",4iRZAbYvBqnxrbs6K25aJ7,bebop|jazz|jazz quartet,56,236687,jazz,jazz
VHS Head,Trademark Ribbons of Gold,Brain Damaged,3N999NKXsQ0WHpPtjwbwJi,148826,2,0.506,0.814,-6.271,0.172,0.335,0.568,0.13,0.345,125.034,4,"(1,24]",2010,"(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,11,3063,vaporwave,other
Broken Social Scene,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),Anthems For A Seventeen Year Old Girl,3glUzDmylREd9maS7VdA3O,275693,0,0.472,0.49,-7.974,0.0318,0.203,0.0282,0.158,0.408,79.698,4,"[0,1]",2010,"(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
CHEN,Dear my dear - The 2nd Mini Album,Shall we?,1afMrs1HEsNDm11GRrLeoW,221014,48,0.572,0.401,-6.067,0.0255,0.543,0.000134,0.117,0.206,139.769,4,"(24,85]",2019,"(2015,2022]",0UEP2XBR9aC5NBKcAKnBIq,k-pop,60,1517418,k-pop,other
Susana China,Trapézio,Choro das Águas,2d92YMetFsTu4vbr91mXjh,195456,0,0.349,0.194,-13.116,0.0283,0.905,4.57e-06,0.0972,0.0751,145.024,4,"[0,1]",2018,"(2015,2022]",1AGEQE7IRNqCFE73Tk8ad5,,0,108,,Not Assigned
Manchester Orchestra,Mean Everything To Nothing,In My Teeth,2mTTxjPcqv2K9jnOX4dXpD,282160,30,0.549,0.739,-5.673,0.0424,0.000144,3.53e-05,0.0832,0.577,128.397,4,"(24,85]",2009,"(2002,2010]",5wFXmYsg3KFJ8BDsQudJ4f,indie rock,62,482388,rock,other
The Delgados,Hate,Woke From Dreaming,72WDTC5P5J3X9dRmkil6tp,272200,0,0.362,0.359,-9.824,0.0281,0.877,0.216,0.215,0.153,150.182,4,"[0,1]",2002,"[1957,2002]",4wavWMHhIiUXxwCuWsHzXo,britpop|scottish indie,30,18693,indie,indie
Juan Serrano,Plays Popular Music of Spain and the Old World,Suite Gaditana (Mayor y Menor),45txwxm4pLG91qQiRcRuw9,353186,4,0.376,0.32,-17.683,0.0483,0.729,0.853,0.0889,0.916,128.614,3,"(1,24]",1965,"[1957,2002]",3QFILZBmorcywC5QvAnm50,flamenco guitar|rumba,34,2830,guitar,other
re:plus,Miscellany,Floating Futures,1x0nPWM06XXTpjlcB5CZqy,273760,7,0.411,0.706,-7.948,0.0625,0.378,0.211,0.162,0.176,88.581,4,"(1,24]",2015,"(2010,2015]",6ftHlqrtNdAq0bWL7zkaTG,ambeat|japanese jazz fusion,38,36295,jazz,jazz
Charlie Parker,Bird - Original Motion Picture Soundtrack,Now's the Time (II),1jqRkkc0LopHqZzHpXxFXL,199640,10,0.57,0.419,-12.353,0.0519,0.696,0.00282,0.0746,0.639,127.789,4,"(1,24]",1988,"[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
The Flashbulb,Hardscrabble,Skype Piano,5jzvbHPAHMRKHNf3St2OhR,134906,5,0.609,0.504,-11.298,0.0556,0.281,0.923,0.0824,0.919,165.028,1,"(1,24]",2012,"(2010,2015]",6mMCSCuTbGU6kNr4303LwH,breakcore|drill and bass|intelligent dance music,41,49926,dance,dance
Portugal. The Man,In the Mountain in the Cloud,Once Was One,5W8sli3Irb4ROGkhWo6xxH,262133,31,0.426,0.71,-6.752,0.0443,0.0564,0.000596,0.0799,0.346,140.105,4,"(24,85]",2011,"(2010,2015]",4kI8Ie27vjvonwaB2ePh8T,modern alternative rock|modern rock|rock,65,1348978,alternative,alternative
Donald Harrison,Quantum Leap,Water Meter,7DWpKtuGLLnInqGXwEsSub,390306,0,0.775,0.711,-11.719,0.0704,0.148,0.804,0.0757,0.907,106.547,4,"[0,1]",2010,"(2002,2010]",53pHwg1sjhqGk726JnJHYb,jazz saxophone|new orleans jazz,22,5145,jazz,jazz
DJ Shadow,The Mountain Will Fall,Bergschrund,49bOasbGve41kV4CM982rv,250542,0,0.552,0.703,-7.867,0.065,0.055,0.729,0.118,0.363,182.999,4,"[0,1]",2016,"(2015,2022]",5CE2IfdYZEQGIDsfiRm8SI,big beat|downtempo|electronica|hip-hop|trip hop|turntablism,62,540941,big,other
Terell Stafford,Brotherlee Love,Hocus Pocus,006KbVR0MKDBKHYx0zNj1n,489306,5,0.586,0.441,-9.726,0.072,0.7,0.909,0.311,0.685,106.275,4,"(1,24]",2015,"(2010,2015]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,26,2980,jazz,jazz
Tina Guo,Game On!,Pokémon,0zjEZTXsL4vMTMffx2gHdT,184920,27,0.224,0.788,-6.387,0.0777,0.000284,0.792,0.337,0.402,91.737,4,"(24,85]",2017,"(2015,2022]",46T4yCHjQfVxokuATj1SiV,cello,49,57563,cello,other
Gary Burton,Crystal Silence,Feelings And Things,0qz4S8Er6xn87yJNPlXLsP,282066,19,0.241,0.0261,-24.894,0.0469,0.992,0.901,0.0757,0.0388,67.786,4,"(1,24]",1973,"[1957,2002]",4iovNkf44dsELmo3E7XSKX,contemporary jazz|ecm-style jazz|jazz|jazz fusion|jazz vibraphone,39,44896,jazz,jazz
VHS Head,Trademark Ribbons of Gold,Guinea Pig Film,4egTujONvNlrTPGsSCeRi5,174160,2,0.842,0.588,-4.532,0.368,0.166,0.624,0.088,0.592,130.077,4,"(1,24]",2010,"(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,11,3063,vaporwave,other
VHS Head,Trademark Ribbons of Gold,Sunset Everett,3d4rQrdkV7e0Fr7bxUH2HR,211000,7,0.826,0.795,-4.859,0.0627,0.141,0.758,0.647,0.871,119.954,4,"(1,24]",2010,"(2002,2010]",4yeeydDo3JBOENa72J7KdV,vaporwave,11,3063,vaporwave,other
Charlie Parker,Charlie Parker With Strings,Laura,0yrxO8b4ep1R4rj2JBznVJ,179879,0,0.273,0.344,-10.3,0.0312,0.778,0.0723,0.191,0.158,103.701,3,"[0,1]",2015,"(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
KNOWER,Life,"Cry Tomorrow, Laugh Today",0DZb8jsh2F8Jv276AZNOiL,334782,19,0.21,0.571,-6.554,0.0398,0.373,0.756,0.0855,0.0844,138.042,4,"(1,24]",2016,"(2015,2022]",7fVp0A6oCMfiQJihMnY0SZ,la pop,37,88698,pop,pop
Terell Stafford,New Beginnings,He Knows How Much You Can Bear,5gWJNZndj8rHZYSwwB2HGG,425373,1,0.471,0.304,-12.957,0.0302,0.816,0.0685,0.0954,0.363,132.802,4,"[0,1]",2003,"(2002,2010]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,26,2980,jazz,jazz
re:plus,Miscellany,Englishman in New York,2VghRNJ5bzlOyl7E77qyHn,235000,16,0.248,0.672,-5.146,0.0344,0.168,0.117,0.245,0.768,102.953,3,"(1,24]",2015,"(2010,2015]",6ftHlqrtNdAq0bWL7zkaTG,ambeat|japanese jazz fusion,38,36295,jazz,jazz
The Dear Hunter,"Act II: The Meaning Of, And All Things Regarding Ms. Leading",Vital Vessals Vindicate,4SN3s4GrqgiAs49HZYZTwi,429333,0,0.642,0.386,-9.7,0.0316,0.403,7.5e-05,0.671,0.363,119.906,3,"[0,1]",2007,"(2002,2010]",51lE580QM13Anmb3mK2j1e,dreamo|progressive jazz fusion|progressive post-hardcore,47,144710,jazz,jazz
Dave Liebman,Solo (Live in New York),The Fourth Wall (Intro) [Live],5tGDhednvStLZjR6kpBzBS,63115,0,0.535,0.178,-21.891,0.357,0.874,0,0.35,0.258,80.696,4,"[0,1]",2015,"(2010,2015]",429bUEZe2Hq5QJvO2CmhLn,avant-garde jazz|contemporary jazz|contemporary post-bop|ecm-style jazz|free jazz|italian jazz|japanese jazz|jazz|jazz fusion|jazz saxophone|swedish jazz|uk contemporary jazz,35,9673,jazz,jazz
Donald Harrison,Quantum Leap,Make Some Noise,6vR833uxY4BaluAXsSDwlF,529640,0,0.34,0.466,-12.709,0.0391,0.475,0.304,0.109,0.426,167.081,3,"[0,1]",2010,"(2002,2010]",53pHwg1sjhqGk726JnJHYb,jazz saxophone|new orleans jazz,22,5145,jazz,jazz
Terell Stafford,New Beginnings,Soft Winds,5EPGksnTLJftgTg8vtphoH,443960,1,0.614,0.379,-8.442,0.0339,0.607,0.0587,0.0803,0.377,121.094,4,"[0,1]",2003,"(2002,2010]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,26,2980,jazz,jazz
Plaid,The Digging Remedy,Reeling Spiders,2I13NLmq4pW6LIlQ9SYyTg,203266,18,0.598,0.651,-14.316,0.0313,0.000235,0.528,0.0815,0.39,157.998,5,"(1,24]",2016,"(2015,2022]",5akVqMzdZOdbMYbE4vNZWD,abstract|ambient|deep idm|drill and bass|electronica|intelligent dance music|microhouse|ninja,44,98561,dance,dance
Chick Corea,Hot House,Eleanor Rigby,6uTBygiJhixhhz3xNVtjbH,419680,16,0.402,0.278,-14.482,0.0445,0.993,0.927,0.103,0.246,87.111,4,"(1,24]",2012,"(2010,2015]",5olDKSsFhhmwh8UCWwKtpq,contemporary jazz|contemporary post-bop|ecm-style jazz|jazz|jazz fusion|jazz piano|uk contemporary jazz,51,313664,jazz,jazz
bôa,Twilight,Anna Maria,6poCULVJv13jTsePQ0FWYS,245173,0,0.572,0.92,-6.738,0.0416,0.231,0.234,0.0983,0.684,112.067,4,"[0,1]",2001,"[1957,2002]",5jTtGLk1mGFMY5lQOvJYUj,,63,261659,,Not Assigned
bôa,Get There,America,7w965jad1xqTOMsBhH7cjP,248373,0,0.454,0.696,-9.288,0.0295,0.432,0.00858,0.218,0.413,171.838,4,"[0,1]",2005,"(2002,2010]",5jTtGLk1mGFMY5lQOvJYUj,,63,261659,,Not Assigned
DJ Shadow,The Mountain Will Fall,California,2KrQlDuTVGm25gCqGWqXBW,269095,0,0.396,0.71,-6.907,0.204,0.00337,0.77,0.0698,0.128,196.246,3,"[0,1]",2016,"(2015,2022]",5CE2IfdYZEQGIDsfiRm8SI,big beat|downtempo|electronica|hip-hop|trip hop|turntablism,62,540941,big,other
Benny Golson Quintet,Domingo,Moment To Moment,4bFceetekgyCTm2Io9kn1i,408400,0,0.438,0.505,-11.954,0.0342,0.547,0.101,0.128,0.437,76.814,4,"[0,1]",1993,"[1957,2002]",3H6wOSefdMFkMwLPv7S0tF,,0,44,,Not Assigned
The Fall of Troy,Doppelganger,"Act One, Scene One",3oCJm7MMb8m7L3E2un7g4K,300746,41,0.29,0.783,-7.152,0.0894,0.00796,0.0384,0.318,0.181,117.901,4,"(24,85]",2005,"(2002,2010]",5fuQrhMRYMtoO9uOlFad4P,post-hardcore|progressive post-hardcore|sasscore|screamo|swancore,46,150901,post-hardcore,other
KNOWER,Think Thoughts,Gotta Be Another Way,4thvjgllSnRXMZ37gOAipp,235285,21,0.629,0.83,-6.231,0.133,0.0175,0.337,0.0889,0.561,140.173,4,"(1,24]",2011,"(2010,2015]",7fVp0A6oCMfiQJihMnY0SZ,la pop,37,88698,pop,pop
ROSALÍA,El Mal Querer,BAGDAD - Cap.7: Liturgia,1zZ7vl1amOLI4GE5oUn0YB,182657,63,0.707,0.36,-8.89,0.0499,0.737,6.97e-05,0.0977,0.358,80.055,4,"(24,85]",2018,"(2015,2022]",7ltDVBr6mKbRvohxheJ9h1,r&b en espanol,85,6547564,r&b,other
Death Grips,Year Of The Snitch,Hahaha,6M339rFtF1tTdQPVrpHB1Z,214950,42,0.561,0.963,-4.833,0.0529,0.157,0.209,0.0974,0.506,128.449,4,"(24,85]",2018,"(2015,2022]",5RADpgYLOuS2ZxDq7ggYYH,escape room|experimental hip-hop|industrial hip-hop,60,747307,experimental,other
Sonny Stitt Quartet,Tune-Up!/Constellation,Idaho,0gInttqzjywmtu5qP96YaY,267280,0,0.46,0.608,-10.88,0.0341,0.535,0.0449,0.198,0.607,141.167,4,"[0,1]",2007,"(2002,2010]",03Sna6rwmroeEViv4M4K8H,bebop|hard bop|jazz quartet,42,3881,jazz,jazz
Yuki Hayashi,"Tv Animation ""Junji Ito Collection"" Original Soundtrack",Paula Bell's - Piano Solo-,1XOs8X6Lzcd8lQ12xGXrQi,116173,0,0.509,0.0503,-24.104,0.0452,0.986,0.963,0.131,0.205,66.004,3,"[0,1]",2018,"(2015,2022]",3oGVQWQy7lgTMuTnKUZZNZ,anime score|japanese soundtrack,60,91509,japanese,other
bohemianvoodoo,echoes,Adria Blue,5PLZNowM876Uy5et6zuBZq,306413,26,0.468,0.712,-9.524,0.0325,0.763,0.903,0.91,0.37,108.709,3,"(24,85]",2017,"(2015,2022]",2pKjlyTAEzqUAFsQNCgmkS,japanese jazz|japanese jazz fusion|japanese post-rock,30,25392,jazz,jazz
Death Grips,Year Of The Snitch,Dilemma,50vpmMn6YztmEqtCgOXA32,233588,40,0.361,0.758,-5.52,0.0699,0.461,1.46e-05,0.934,0.0924,150.323,4,"(24,85]",2018,"(2015,2022]",5RADpgYLOuS2ZxDq7ggYYH,escape room|experimental hip-hop|industrial hip-hop,60,747307,experimental,other
Lauren Sevian,Bliss,Bliss,4MlK932u9YkpNzlZG154wY,270801,0,0.459,0.224,-12.5,0.0405,0.967,0.868,0.124,0.221,102.872,3,"[0,1]",2018,"(2015,2022]",0Y6aUM2yWtx0OEBMhtVjDv,jazz saxophone,6,379,jazz,jazz
Gary Burton,Crystal Silence,Falling Grace,40BP1fqnFk66AQTNpK47rB,158893,28,0.369,0.252,-18.54,0.0378,0.976,0.89,0.113,0.381,115.665,4,"(24,85]",1973,"[1957,2002]",4iovNkf44dsELmo3E7XSKX,contemporary jazz|ecm-style jazz|jazz|jazz fusion|jazz vibraphone,39,44896,jazz,jazz
John Coltrane,Both Directions At Once: The Lost Album,Untitled Original 11383 - Take 1,7aGpjo6SB59tpTiMlD1uvL,341213,38,0.429,0.368,-14.071,0.0404,0.706,1.96e-06,0.294,0.596,111.348,4,"(24,85]",2018,"(2015,2022]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,65,1480095,jazz,jazz
McCoy Tyner,Tender Moments,Utopia - Remastered,5cw3pXLP3GpcVuZTfv1UiB,450946,7,0.483,0.513,-10.554,0.0355,0.84,0.302,0.0928,0.389,135.372,4,"(1,24]",2004,"(2002,2010]",2EsmKkHsXK0WMNGOtIhbxr,contemporary post-bop|hard bop|jazz|jazz fusion|jazz piano|stride|uk contemporary jazz,51,113064,jazz,jazz
Terell Stafford,Brotherlee Love,Petty Larceny,5ITlnfcHVHgPhX2oIaljHy,535573,2,0.619,0.326,-11.235,0.046,0.799,0.836,0.0371,0.446,129.939,4,"(1,24]",2015,"(2010,2015]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,26,2980,jazz,jazz
Anamanaguchi,Endless Fantasy,Prom Night,2kerqZxEIfdGlMy6BxseFy,227808,0,0.599,0.773,-4.274,0.165,0.00833,4.11e-05,0.32,0.724,123.96,4,"[0,1]",2013,"(2010,2015]",2UwJRAgSOi1zcLkvUNc8XL,bitpop|chiptune|indie game soundtrack|nintendocore,51,173496,indie,indie
"Lester Young, Roy Eldridge & Vic Dickenson",Jazz Giants -56,Gigantic Blues,2jMcNLRV18kh1wswMhqySi,410240,0,0.482,0.784,-11.241,0.0739,0.763,0.000781,0.166,0.749,133.434,4,"[0,1]",2008,"(2002,2010]",0NKZIt0DlfPgRatwIcoI1A,,0,314,,Not Assigned
bôa,Get There,On the Wall,0QlEmPmAqPVgHKPQiM0GbV,188826,0,0.629,0.665,-8.848,0.0352,0.0219,1.47e-05,0.264,0.408,134.031,4,"[0,1]",2005,"(2002,2010]",5jTtGLk1mGFMY5lQOvJYUj,,63,261659,,Not Assigned
Flying Lotus,Cosmogramma,Do The Astral Plane,6psC59ooTxage8npmtg74G,237920,47,0.722,0.828,-3.227,0.19,0.0505,0,0.114,0.275,117.693,4,"(24,85]",2010,"(2002,2010]",29XOeO6KIWxGthejQqn793,afrofuturism|alternative hip-hop|electronica|escape room|experimental hip-hop|glitch|glitch hop|hip-hop|intelligent dance music|jazztronica|psychedelic hip-hop|wonky,57,714382,alternative,alternative
Sean Innit,"Japanese Boogie & Disco, Vol. 2",Tēpumashin No Dabumikkusu #1,0T4mSPkWJhymVVcb4bkkYB,388874,0,0.512,0.504,-9.818,0.0373,0.663,0.418,0.111,0.603,171.309,4,"[0,1]",2017,"(2015,2022]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
The Dear Hunter,"Act II: The Meaning Of, And All Things Regarding Ms. Leading",The Death and the Berth,79uBFFgprkHSQg32hlFt7k,38133,0,0.172,0.134,-15.409,0.0354,0.933,0.969,0.19,0.0368,107.961,3,"[0,1]",2007,"(2002,2010]",51lE580QM13Anmb3mK2j1e,dreamo|progressive jazz fusion|progressive post-hardcore,47,144710,jazz,jazz
The Cannonball Adderley Quintet,Cannonball Adderley Quintet In Chicago,Limehouse Blues,3MqB9UlKZc01rmzrHTvCMh,280226,0,0.422,0.506,-12.187,0.0498,0.728,6.24e-05,0.0945,0.699,160.672,4,"[0,1]",1959,"[1957,2002]",2o346NHhUAlVxl5uXBVxK7,bebop|big band|hard bop|jazz|jazz funk|jazz fusion|jazz saxophone|soul jazz,35,34396,jazz,jazz
Chewy Rubs,"Japanese Boogie & Disco, Vol. 2",Right Time,5My0VPCzp2MqZU5XdpzxPs,488135,0,0.781,0.645,-12.479,0.0558,0.00551,0.617,0.194,0.741,117.987,4,"[0,1]",2017,"(2015,2022]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
Lauren Sevian,Bliss,Square One,0peHVsSXV7h5cJ0p0PsuHc,278958,0,0.386,0.362,-10.536,0.0293,0.881,0.762,0.265,0.317,81.158,4,"[0,1]",2018,"(2015,2022]",0Y6aUM2yWtx0OEBMhtVjDv,jazz saxophone,6,379,jazz,jazz
Joe Henderson,Inner Urge,Isotope - Rudy Van Gelder Edition / 2004 Digital Remaster,4tmApkhSLqUAE7x70CVI2L,556226,32,0.525,0.586,-9.888,0.0441,0.456,0,0.226,0.583,96.835,4,"(24,85]",2004,"(2002,2010]",3BG0nwVh3Gc7cuT4XdsLtt,avant-garde jazz|bebop|big band|contemporary jazz|contemporary post-bop|free jazz|hard bop|japanese jazz|jazz|jazz funk|jazz fusion|jazz saxophone|soul jazz,43,109328,jazz,jazz
Sonny Rollins Quartet,Tenor Madness - Saxophone Colossus,Strode Rode,1dCqBTlrooJ8DV7wjCalh9,318666,0,0.447,0.529,-8.216,0.0359,0.598,0.0176,0.142,0.833,129.407,4,"[0,1]",2010,"(2002,2010]",2mlKlEmxOO3vb6DqopDh4H,bebop|jazz quartet,35,8929,jazz,jazz
Kenny Garrett,Songbook,Sing a Song of Song,1YuCTj9wRtIPtIYZesNFjN,442466,35,0.406,0.611,-10.415,0.0323,0.31,0.419,0.176,0.541,108.442,4,"(24,85]",1997,"[1957,2002]",0Vz0vgVrclNJlHBLrgjklY,bebop|contemporary jazz|contemporary post-bop|jazz|jazz fusion|jazz saxophone,35,56427,jazz,jazz
Lee Morgan,Search For The New Land,Morgan The Pirate - Remastered,5Zg6efIbq9clWzaKG3qovP,391586,17,0.439,0.522,-9.882,0.0427,0.757,0.0019,0.0891,0.526,174.665,3,"(1,24]",2007,"(2002,2010]",38C3okxv3fyyOIQUVPCdGX,bebop|big band|free jazz|hard bop|jazz|jazz trumpet|soul jazz,47,126668,jazz,jazz
Lamb of God,Ashes Of The Wake,The Faded Line,1kPbgEAGrsC7LhdYPdoWZ5,277226,0,0.274,0.987,-3.23,0.195,0.000915,0.0162,0.342,0.0943,170.398,4,"[0,1]",2004,"(2002,2010]",3JFsVIxOn7STeilPICkkB2,alternative metal|groove metal|melodic metalcore|metal|nu metal|virginia metal,65,1735533,alternative,alternative
Terell Stafford,New Beginnings,I Don't Wanna Be Kissed,7sp9GDac5kyucwMTR5ENYm,300706,1,0.549,0.249,-13.624,0.0393,0.781,0.0428,0.17,0.437,135.287,4,"[0,1]",2003,"(2002,2010]",7rF1f3ZbidUhK24k7N8RcB,jazz trumpet,26,2980,jazz,jazz
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Parker's Mood,7HVyQVKFkFOoNLkZZZZjgb,203666,0,0.632,0.113,-10.091,0.0435,0.968,0.00353,0.11,0.473,62.8,4,"[0,1]",2002,"[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
Bruno Mars,24K Magic,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,206693,85,0.853,0.56,-4.961,0.0406,0.013,0,0.0944,0.86,134.066,4,"(24,85]",2016,"(2015,2022]",0du5cEVh5yTK9QJze8zA0C,dance pop|pop,89,45443239,dance,dance
Nancy Wilson,Nancy Wilson/Cannonball Adderley,The Old Country,5DW1xv3m7sQ8gs3HoXkr5z,181360,33,0.578,0.136,-14.223,0.04,0.798,0,0.182,0.224,126.297,4,"(24,85]",1962,"[1957,2002]",2JfVCMa3FlvQRlLT5uH9zb,adult standards|lounge|vocal jazz,59,192779,jazz,jazz
Yebit,My Journey,My Journey,67STgZHPb0ShricGZvb1dg,203285,32,0.668,0.546,-8.137,0.037,0.804,4.62e-06,0.11,0.528,80.99,4,"(24,85]",2022,"(2015,2022]",7zdCvtTQdMCj37CuQxkyQf,k-indie,34,10593,k-indie,other
Rayko,"Japanese Boogie & Disco, Vol. 2",Curious,78UyVZpDlyvCg7Qffoo6Jl,390796,0,0.802,0.583,-9.909,0.0664,0.00716,0.322,0.0674,0.585,113.013,4,"[0,1]",2017,"(2015,2022]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
Paul Desmond,The Best Of Paul Desmond,Romance De Amor,3XPcyIvGpY1KH2HVDQSVdu,576733,13,0.371,0.265,-20.754,0.032,0.885,0.802,0.107,0.403,151.29,4,"(1,24]",1972,"[1957,2002]",68l2i6GeNtwQlhKS59u5bu,bebop|bossa nova|cool jazz|jazz|jazz saxophone|vocal jazz,54,132833,jazz,jazz
Death Grips,Year Of The Snitch,Disappointed,7lTm1mc8S5Nu4xH4CjhZYp,201174,37,0.5,0.993,-3.59,0.233,0.00636,1.12e-05,0.05,0.154,117.835,4,"(24,85]",2018,"(2015,2022]",5RADpgYLOuS2ZxDq7ggYYH,escape room|experimental hip-hop|industrial hip-hop,60,747307,experimental,other
Juan Serrano,Plays Popular Music of Spain and the Old World,Alma de Dios (Cancion Hungara),2orNdUReMUsRxsWyBxumuS,239666,5,0.454,0.181,-19.302,0.0805,0.836,0.83,0.0887,0.501,121.346,4,"(1,24]",1965,"[1957,2002]",3QFILZBmorcywC5QvAnm50,flamenco guitar|rumba,34,2830,guitar,other
Silversun Pickups,Carnavas,Waste It On,7yKUHamg6IXGlilnXaUeOh,253600,0,0.345,0.914,-4.726,0.0924,0.00952,0.000294,0.167,0.392,122.199,4,"[0,1]",2007,"(2002,2010]",6qyi8X6MdP1lu6B1K6yh3h,alternative rock|indie rock|la indie|modern rock|rock,57,591926,alternative,alternative
rü,terodesu,Paralisis,0QtahqeyTsYkXLV00Z1lKF,130344,0,0.439,0.458,-12.906,0.0418,0.573,0.909,0.0854,0.625,151.894,4,"[0,1]",2018,"(2015,2022]",1slGKMObSjFDHaNM5ILhSv,peruvian indie,13,602,indie,indie
Emily Remler,East To Wes,Hot House,2NXagqj73YoTEFfciy0ly9,341400,0,0.36,0.309,-20.971,0.0337,0.573,0.176,0.135,0.658,143.677,4,"[0,1]",1988,"[1957,2002]",2KD1KC9SgUiYueJUmWTnNJ,jazz guitar,32,16985,jazz,jazz
